"Gene","MAFB1"
"PMCHL2",-0.0107
"PME-1",-0.0233
"PMEL",0
"PMEPA1",0
"PMF1",0
"PMFBP1",0
"PML",-0.1146
"PML",-0.1146
"PMM1",0
"PMM2",0
"PMP2",0.0486
"PMP2",0.0486
"PMP2",0.0486
"PMP22",0
"PMPCA",0
"PMPCB",0
"PMS1",0
"PMS2",0
"PMS2",0
"PMS2CL",0
"PMS2L13",-0.0693
"PMS2L14",-0.0675
"PMS2L16",-0.0923
"PMS2L2",0
"PMS2L5",0
"PMS2L8",-0.0771
"PMS2L9",-0.0585
"PMS2P1",0
"PMS2P2",0
"PMS2P3",0
"PMS2P7",0
"PMS6",-0.0076
"PMS8",0.0317
"PMSCL2",-0.0159
"PMVK",0
"PMX2B",-0.0046
"P0.0S-4",0.0031
"PNCK",0
"PNISR",0
"PNKD",0
"PNKP",-0.1234
"PNLDC1",0
"PNLIP",0
"PNLIPRP1",-0.0949
"PNLIPRP3",0
"PNMA1",0.068
"PNMA2",0
"PNMA2",0
"PNMA2",0
"PNMA3",0
"PNMA5",0
"PNMA6A",0
"PNMAL1",0
"PNMT",6e-04
"PNN",0
"PNO1",0
"PNOC",0
"PNP",0
"PNPLA1",0
"PNPLA2",0
"PNPLA3",0
"PNPLA4",0
"PNPLA4",0
"PNPLA5",0
"PNPLA6",0
"PNPLA7",0
"PNPLA8",0
"PNPO",0
"PNPO",0
"PNPT1",0
"PNPT1",0
"PNR",-0.0393
"PNRC1",0
"PNRC2",0
"PNUTL2",-0.0545
"POC1A",0
"POC1B",0
"POC1B-GALNT4",0
"POC5",0
"PODLX2",-0.0911
"PODNL1",0
"PODXL",0
"PODXL2",0
"POF1B",0
"POF1B",0
"POFUT1",0
"POFUT1",0
"POFUT2",0
"POGK",0
"POGK",0
"POGLUT1",0
"POGZ",0
"POGZ",0
"POH1",0.0035
"POKcl.19",-0.0354
"POKcl.6",-0.0786
"pol",-0.048
"POLA1",0
"POLA2",0
"POLB",0
"POLD1",0
"POLD1",0
"POLD2",0
"POLD3",0
"POLD3",0
"POLD4",0
"POLDIP2",0
"POLDIP3",0
"POLE",0
"POLE2",0
"POLE3",0
"POLE4",0
"POLG",0
"POLG2",0
"POLH",0.0326
"POLI",-0.0099
"POLK",0
"POLL",-0.0183
"POLM",0
"POLN",0
"POLQ",-0.0552
"POLQ",-0.0552
"POLR1A",0
"POLR1B",0
"POLR1C",0
"POLR1D",0
"POLR1D",0
"POLR1E",0
"POLR2",-0.014
"POLR2A",0
"POLR2B",0
"POLR2C",0
"POLR2D",0
"POLR2E",-0.0499
"POLR2F",0
"POLR2G",0
"POLR2H",0
"POLR2I",0
"POLR2J",0
"POLR2J2",0
"POLR2J3",0
"POLR2J4",0
"POLR2K",0
"POLR2K",0
"POLR2L",0
"POLR2L",0
"POLR2L",0
"POLR2M",0
"POLR3A",0
"POLR3B",0
"POLR3C",0
"POLR3D",0
"POLR3E",0
"POLR3E",0
"POLR3F",0
"POLR3G",0
"POLR3GL",0
"POLR3H",0
"POLR3K",-0.1264
"POLRMT",0
"POLYDOM",-0.0095
"POM121",0
"POM121",0
"POM121",0
"POM121C",0
"POM121L1",-0.0042
"POM121L12",0
"POMC",0
"POMGNT1",0
"POMGNT2",0
"POMK",0
"POMP",0
"POMT1",-0.0275
"POMT2",-0.0172
"POMZP3",0
"POMZP3",0
"PON1",-0.0196
"PON2",0.0143
"PON3",0.0829
"POP1",0.0113
"POP2",-3e-04
"POP3",-0.2055
"POP4",0
"POP5",0
"POP7",0
"POPDC2",0
"POPDC3",0
"por",-0.0069
"POR",0
"PORCN",0
"POSTN",0
"POT1",0
"POT1-AS1",0
"POTEA",0
"POTEB3",0
"POTEC",0
"POTED",0
"POTEE",0
"POTEF",0
"POTEG",0
"POTEH",0
"POTEI",0
"POTEJ",0
"POTEM",0
"POU1F1",0.0361
"POU2AF1",0
"POU2F1",0.0067
"POU2F1",0.0067
"POU2F2",0
"POU2F3",0
"POU3F1",-0.0282
"POU3F2",0.0199
"POU3F3",0.01
"POU3F4",0.0542
"POU4F1",0.0401
"POU4F2",-0.0052
"POU4F3",-0.0711
"POU5F1",-0.0724
"POU5F1",-0.0724
"POU5F1B",0
"POU5F2",0
"POU5FLC1",-0.023
"POU5FLC12",-0.0187
"POU5FLC8",-0.0178
"POU6F1",0
"POU6F2",0
"PP",-0.0012
"PP1044",-0.0467
"PP1057",0.0225
"PP1201",-0.0457
"PP13",-0.0097
"PP1345",-0.0278
"PP14571",0
"PP2A",0.0723
"PP2D1",0
"PP3111",-0.0493
"PP3227",-0.0041
"PP32R1",0.0035
"PP32R2",0.0294
"PP3501",-0.0283
"PP5395",0.1329
"PPA1",0
"PPA2",0
"PPAN",0
"PPAN",0
"PPAP2A",0
"PPAP2B",0
"PPAPDC1A",0
"PPAPDC1B",0
"PPARA",-0.0085
"PPARBP",0
"PPARBP",0
"PPARD",0.0339
"PPARD",0.0339
"PPARG",-0.1687
"PPARGC1",0.1254
"PPARGC1A",0
"PPARGC1B",0
"PPAT",0
"PPBP",0
"PPCDC",0
"PPCDC",0
"PPCS",0
"PPCS",0
"PPDPF",0
"PPEF1",-0.031
"PPEF2",-0.0498
"PPFIA1",0
"PPFIA2",-0.0376
"PPFIA3",0
"PPFIA4",0
"PPFIBP1",0
"PPFIBP1",0
"PPFIBP1",0
"PPFIBP2",0
"PPFIBP2",0
"PPHLN1",0
"PPIA",0
"PPIAL4A",0
"PPIAL4D",0
"PPIB",0
"PPIC",0
"PPID",0
"PPIE",-0.0996
"PPIF",0
"PPIF",0
"PPIG",0
"PPIH",0
"PPIL1",0
"PPIL2",0
"PPIL3",0
"PPIL4",0
"PPIL5",0
"PPIL6",0
"PPIP5K1",0
"PPIP5K2",0
"PPL",0
"PPM1A",0
"PPM1A",0
"PPM1A",0
"PPM1B",0
"PPM1B2",0.1917
"PPM1D",0
"PPM1F",0
"PPM1F",0
"PPM1F",0
"PPM1G",0
"PPM1H",0
"PPM1J",0
"PPM1K",0
"PPM1L",0
"PPM1M",0
"PPM1N",0
"PPME1",0
"PPME1",0
"PPME1",0
"PPOL",-0.0853
"PPOX",0
"PPP1CA",0
"PPP1CB",0
"PPP1CB",0
"PPP1CC",0
"PPP1CC",0
"PPP1CC",0
"PPP1R10",0
"PPP1R11",0
"PPP1R12A",0
"PPP1R12B",0
"PPP1R12B",0
"PPP1R12C",0
"PPP1R13B",0
"PPP1R13L",0
"PPP1R14A",0
"PPP1R14B",0
"PPP1R14C",0
"PPP1R14D",0
"PPP1R15A",0
"PPP1R15B",0
"PPP1R16A",0
"PPP1R16B",0
"PPP1R17",0
"PPP1R18",0
"PPP1R1B",0
"PPP1R1C",0
"PPP1R2",0
"PPP1R21",0
"PPP1R26",0
"PPP1R27",0
"PPP1R2P1",0
"PPP1R2P9",0
"PPP1R3",-0.0161
"PPP1R32",0
"PPP1R35",0
"PPP1R36",0
"PPP1R37",0
"PPP1R3A",0
"PPP1R3B",0
"PPP1R3C",0
"PPP1R3D",0
"PPP1R3E",0
"PPP1R3F",0
"PPP1R3G",0
"PPP1R42",0
"PPP1R7",0
"PPP1R8",-0.0082
"PPP1R8",-0.0082
"PPP1R9A",0
"PPP1R9A",0
"PPP1R9B",0
"PPP2CA",0
"PPP2CA",0
"PPP2CB",0
"PPP2R1A",0
"PPP2R1B",0
"PPP2R1B",0
"PPP2R1B",0
"PPP2R2A",0
"PPP2R2B",0
"PPP2R2C",0
"PPP2R2C",0
"PPP2R2D",0
"PPP2R3",0.0178
"PPP2R3A",0
"PPP2R3A",0
"PPP2R3B",0
"PPP2R3C",0
"PPP2R4",-0.1126
"PPP2R5A",0
"PPP2R5B",0
"PPP2R5C",0
"PPP2R5D",0
"PPP2R5E",0
"PPP3CA",0
"PPP3CA",0
"PPP3CB",0
"PPP3CC",-0.075
"PPP3R1",0
"PPP3R2",0
"PPP4C",0
"PPP4R1",0
"PPP4R1",0
"PPP4R2",-0.0822
"PPP4R3A",0
"PPP4R3B",0
"PPP4R3CP",0
"PPP4R4",0
"PPP5C",0
"PPP6C",0
"PPP6C",0
"PPP6C",0
"PPP6R1",0
"PPP6R2",0
"PPP6R3",0
"PPPDE1",0
"PPRC1",0
"PPT1",0
"PPT2",0.039
"PPTC7",0
"PPWD1",0
"PPY",-0.0476
"PPY2",8e-04
"PQBP1",-0.0179
"PQLC1",0
"PQLC2",0
"PQLC2L",0
"PQLC3",0
"PR01094",0.0146
"PR48",0
"PRAC",0
"PRAC1",0
"PRAC2",0
"PRADC1",0
"PRAF2",0
"PRAM1",0
"PRAME",0
"PRAME",0
"PRAMEF1",0
"PRAMEF10",0
"PRAMEF12",0
"PRAMEF13",0
"PRAMEF15",0
"PRAMEF17",0
"PRAMEF18",0
"PRAMEF2",0
"PRAMEF20",0
"PRAMEF22",0
"PRAMEF4",0
"PRAMEF5",0
"PRAMEF6",0
"PRAMEF8",0
"PRAP1",0
"PRB1",-0.0565
"PRB2",0
"PRB3",-0.0717
"PRB4",0
"PRC1",-0.0306
"PRCC",0
"PRCD",0
"PRCP",0
"PRDM1",0
"PRDM10",0.0209
"PRDM11",-0.0316
"PRDM12",-0.0381
"PRDM13",0
"PRDM14",0.0107
"PRDM15",0
"PRDM16",0.001
"PRDM2",0
"PRDM2",0
"PRDM4",0.0091
"PRDM5",-0.0018
"PRDM6",-0.0051
"PRDM7",0.0435
"PRDM8",-0.0206
"PRDM9",-0.1005
"PRDM9",-0.1005
"PRDX1",0
"PRDX2",0
"PRDX2",0
"PRDX3",0
"PRDX3",0
"PRDX4",0
"PRDX6",0
"PREB",-0.0688
"PRED22",-0.039
"PREI3",0
"PREI3",0
"PRELID1",0
"PRELID2",0
"PRELID3A",0
"PRELID3B",0
"PRELP",0
"PREP",0
"PREPL",0
"PREPL",0
"PREX1",0
"PREX2",0
"PRF1",0
"PRG2",0
"PRG3",-0.0179
"PRG4",0
"PRH1",0
"PRH1-TAS2R14",0
"PRH2",0
"PRIC285",0
"PRICKLE1",0
"PRICKLE2",0
"PRICKLE3",0
"PRICKLE4",0
"PRIM1",0
"PRIM2",0
"PRIM2A",0
"PRIMA1",0
"PRIMPOL",0
"PRINS",0
"PRKAA1",0
"PRKAA2",0
"PRKAB1",0
"PRKAB2",0.0451
"PRKAB2",0.0451
"PRKACA",0
"PRKACB",0
"PRKACB",0
"PRKACG",0.0367
"PRKAG1",0
"PRKAG2",-0.0329
"PRKAG2",-0.0329
"PRKAG3",0.018
"PRKAR1A",0
"PRKAR1A",0
"PRKAR1B",0
"PRKAR2A",0
"PRKAR2B",0
"PRKCA",-0.0171
"PRKCA",-0.0171
"PRKCB",0
"PRKCB1",-0.0225
"PRKCD",0
"PRKCDBP",0
"PRKCDBP",0
"PRKCE",0
"PRKCG",0
"PRKCH",0
"PRKCI",0.0644
"PRKCI",0.0644
"PRKCN",0.0176
"PRKCQ",0
"PRKCSH",0
"PRKCT",-0.0565
"PRKCZ",0
"PRKD1",0
"PRKD2",0
"PRKD3",0
"PRKD3",0
"PRKDC",-0.0289
"PRKG1",0.0597
"PRKG2",-0.0017
"PRKRA",0
"PRKRI",0.0405
"PRKRIP1",0
"PRKRIR",0
"PRKX",0
"PRKY",0
"PRL",0
"PRLH",0
"PRLHR",0
"PRLR",-0.0198
"PRM1",-0.0011
"PRM2",0
"PRM3",0.008
"PRMT1",0
"PRMT2",0
"PRMT2",0
"PRMT2",0
"PRMT3",0
"PRMT5",0
"PRMT5",0
"PRMT6",0
"PRMT7",0
"PRMT7",0
"PRMT8",0
"PRMT9",0
"PRND",9e-04
"PRND",9e-04
"PRNP",0
"PRO0038",0.1121
"PRO0082",0.1955
"PRO0097",-0.0735
"PRO0132",0
"PRO0149",-0.0717
"PRO0159",-0.0503
"PRO0214",0.0093
"PRO0233",0.0257
"PRO0245",0.0776
"PRO0246",-0.0274
"PRO0255",-0.0115
"PRO0327",-0.0828
"PRO0365",-0.0139
"PRO0386",-0.0023
"PRO0456",0.0476
"PRO0457",-0.0219
"PRO0461",-0.04
"PRO0470",0.0135
"PRO0478",0.1117
"PRO0514",0
"PRO0611",-0.015
"PRO0618",-0.0217
"PRO0628",0.0616
"PRO0641",-0.0097
"PRO0644",0.0333
"PRO0650",-0.052
"PRO0758",0.0401
"PRO0800",0.0674
"PRO0813",0.5176
"PRO0889",0.0184
"PRO0899",0.0401
"PRO0943",-0.084
"PRO0971",0.2572
"PRO1048",0.0166
"PRO1068",-0.0035
"PRO1073",-0.0324
"PRO1097",0.0315
"PRO1163",-0.0184
"PRO1257",0.0686
"PRO1316",-0.1225
"PRO1318",0.0299
"PRO1331",0.0801
"PRO1386",-0.0059
"PRO1438",-0.0183
"PRO1446",0.0142
"PRO1472",-0.0142
"PRO1483",0.0038
"PRO1489",-0.1925
"PRO1496",0.0135
"PRO1575",-0.0022
"PRO1578",-0.0229
"PRO1580",-0.0709
"PRO1584",-0.0275
"PRO1596",-0.0253
"PRO1598",-0.0386
"PRO1600",0
"PRO1617",0
"PRO1635",0.3247
"PRO1693",-0.0087
"PRO1728",-0.0086
"PRO1741",0.0403
"PRO1768",-0.0178
"PRO1770",-0.0211
"PRO1777",0
"PRO1787",0.0453
"PRO1843",-0.072
"PRO1853",0.062
"PRO1866",0.0238
"PRO1880",-0.004
"PRO1900",-0.0068
"PRO1905",-0.0111
"PRO1914",0.0125
"PRO1942",-0.126
"PRO1966",0.0122
"PRO1992",-0.0378
"PRO1995",-0.0108
"PRO2000",0.047
"PRO2007",-0.0189
"PRO2012",0.0061
"PRO2015",0.0247
"PRO2037",-0.027
"PRO2086",-0.0435
"PRO2130",0.0498
"PRO2133",9e-04
"PRO2176",0
"PRO2198",-0.0955
"PRO2207",-0.0375
"PRO2214",0.0011
"PRO2249",-0.1496
"PRO2266",-0.0541
"PRO2268",0.0243
"PRO2289",-0.0604
"PRO2325",-0.0498
"PRO2405",0.0117
"PRO2435",-0.0325
"PRO2472",-0.0825
"PRO2521",-0.0095
"PRO2533",-0.0044
"PRO2577",0.0728
"PRO2610",-0.0596
"PRO2714",-0.0426
"PRO2796",0.0051
"PRO2801",0.0087
"PRO2822",0.0288
"PRO2831",0.0915
"PRO2832",0.0161
"PRO2834",0.1434
"PRO2849",0
"PRO2852",0
"PRO2859",0.0709
"PRO2893",-0.0869
"PRO2900",-0.0316
"PRO2949",0.0273
"PRO2958",0.0152
"PRO2964",-0.0268
"PRO3073",-0.0317
"PROB1",0
"PROC",0
"PROCA1",0
"PROCR",0
"PRODH2",0
"PROK1",0
"PROK2",0
"PROKR1",0
"PROKR2",0
"PROM1",0
"PROM2",0
"PROP1",-0.0436
"PRORY",0
"pros-30",-0.0381
"PROS1",0.1739
"ProSAPiP1",0
"PROSC",-0.0448
"PROSER1",0
"PROSER2",0
"PROSER3",0
"prostaglandin GH synthase, PGGHS",0.1655
"proto-LBC",0.0592
"PROX1",-0.029
"PROX1",-0.029
"PROX2",0
"PROZ",-0.0319
"PRP16",-0.008
"PRPF18",0
"PRPF19",0
"PRPF3",0
"PRPF31",0
"PRPF38A",0
"PRPF38B",0
"PRPF39",0
"PRPF4",0
"PRPF40A",0
"PRPF40B",0
"PRPF4B",0
"PRPF6",0
"PRPF8",0
"PRPH",-0.0532
"PRPS1",-0.0072
"PRPS1L1",0
"PRPS2",0
"PRPSAP1",0
"PRPSAP2",0
"PRR11",0
"PRR13",0
"PRR14",0
"PRR14L",0
"PRR15",0
"PRR15L",0
"PRR16",0
"PRR18",0
"PRR19",0
"PRR20A",0
"PRR22",0
"PRR23A",0
"PRR23B",0
"PRR23C",0
"PRR24",0
"PRR25",0
"PRR27",0
"PRR3",0
"PRR30",0
"PRR31",0
"PRR32",0
"PRR34",0
"PRR35",0
"PRR4",0
"PRR5",0
"PRR5L",0
"PRR7",0
"PRR9",0
"PRRC1",0
"PRRC2A",0
"PRRC2B",0
"PRRDH",-0.0082
"PRRG1",0
"PRRG2",0
"PRRG3",0
"PRRG4",0
"PRRT1",0
"PRRT2",0
"PRRT3",0
"PRRT4",0
"PRRX1",0
"PRRX2",0
"PRSC",-0.0489
"PRSMG1GCPL1",-0.0483
"PRSS1",0
"PRSS12",0
"PRSS16",-0.0791
"PRSS2",0
"PRSS2",0
"PRSS21",-0.009
"PRSS22",0
"PRSS23",0
"PRSS23",0
"PRSS27",0
"PRSS3",-0.0174
"PRSS33",0
"PRSS33",0
"PRSS35",0
"PRSS36",0
"PRSS37",0
"PRSS38",0
"PRSS3P2",0
"PRSS41",0
"PRSS42",0
"PRSS46",0
"PRSS48",0
"PRSS50",0
"PRSS53",0
"PRSS54",0
"PRSS55",0
"PRSS56",0
"PRSS57",0
"PRSS58",0
"PRSS7",-0.0651
"PRSS8",0
"PRTFDC1",0
"PRTG",0
"PRTN3",-0.003
"PRUNE1",0
"PRUNE2",0
"PRV1",-0.0517
"PRX",0
"PRX",0
"PRX2",-0.0751
"PRY",0.0206
"PS-PLA1",0.0343
"PSA",0.0644
"PSAP",0
"PSAPL1",0
"PSAT1",0
"PSCA",0
"PSCD2",0
"PSCD3",-0.0126
"PSCD4",0.0276
"PSD",-0.0127
"PSD2",0
"PSD3",0
"PSD3",0
"PSD3",0
"PSD4",0
"PSEN1",0.0359
"PSEN2",0
"PSENEN",0
"PSG1",0.0144
"PSG11",-0.0036
"PSG2",-0.0634
"PSG3",0
"PSG4",0.1214
"PSG5",0
"PSG6",-0.0205
"PSG7",0
"PSG8",0
"PSG9",-0.0662
"PSG9",-0.0662
"PSGR",0.0112
"PSIP1",0
"PSIP1",0
"PSK-1",-0.0633
"PSKH1",-0.0085
"PSKH2",0
"PSMA1",0
"PSMA2",0
"PSMA3",0
"PSMA4",0
"PSMA5",0
"PSMA6",0
"PSMA7",0
"PSMA8",0
"PSMALGCP III",-0.0318
"PSMB1",0
"PSMB10",0
"PSMB11",0
"PSMB2",0
"PSMB3",0
"PSMB4",0
"PSMB5",0
"PSMB6",0
"PSMB7",0
"PSMB8",0
"PSMB9",0
"PSMC1",0
"PSMC2",0
"PSMC3",0
"PSMC3IP",0
"PSMC4",0
"PSMC5",0
"PSMD1",0
"PSMD10",0.0184
"PSMD11",0
"PSMD12",0
"PSMD13",0
"PSMD14",0
"PSMD2",0
"PSMD3",0
"PSMD4",0
"PSMD5",0
"PSMD6",0
"PSMD7",0
"PSMD8",0
"PSMD9",-0.0096
"PSMD9",-0.0096
"PSME1",0
"PSME1",0
"PSME2",0
"PSME3",0
"PSME3",0
"PSME3",0
"PSME4",0
"PSMF1",0
"PSMF1",0
"PSMG1",0
"PSMG2",0
"PSMG3",0
"PSMG4",0
"PSORS1C1",0
"PSORS1C2",0
"PSORS1C3",0
"PSP24B",-0.0348
"PSPC1",0
"PSPH",0
"PSPN",-0.0493
"PSRC1",0
"PSTK",0
"PSTPIP1",0
"PSTPIP2",-0.0407
"PTA",-0.0289
"PTAFR",-0.3137
"PTAFR",-0.3137
"PTAR1",0
"PTB",0.0011
"PTB-1",-0.0266
"PTBP1",0
"PTBP2",0
"PTBP3",0
"PTCD1",0
"PTCD2",0
"PTCD3",0
"PTCH",7e-04
"PTCH1",0
"PTCH2",-0.1413
"PTCHD1",0
"PTCHD3",0
"PTCHD4",0
"PTCRA",0
"PTD002",-0.0105
"PTD004",0.0088
"PTD008",-0.0025
"PTD009",-0.0719
"PTD011",0.0532
"PTD013",-0.0013
"PTD015",0.0155
"PTDSR",0
"PTDSS1",0
"PTDSS2",-0.0214
"PTEN",0
"PTEN",0
"PTENP1",0
"PTER",0.1035
"PTF1A",0
"PTGDR",0.0354
"PTGDR2",0
"PTGDS",-0.0602
"PTGER1",0.023
"PTGER2",0.0329
"PTGER3",-0.0086
"PTGER4",0
"PTGER4",0
"PTGER4P2-CDK2AP2P2",0
"PTGES",0.0049
"PTGES2",0
"PTGES2-AS1",0
"PTGES3",0
"PTGES3L",0
"PTGFR",-0.0104
"PTGFRN",0
"PTGIR",0
"PTGIS",-0.0014
"PTGR1",0
"PTGR2",0
"PTGS1",0
"PTGS1",0
"PTGS2",0
"PTH",-0.049
"PTH1R",0
"PTH2",0
"PTH2R",0
"PTHB1",0
"PTHB1",0
"PTHLH",-0.2853
"PTHLH",-0.2853
"PTHR2",0.0253
"PTK2",0.0729
"PTK2B",0
"PTK6",0.0476
"PTK7",-0.0274
"PTMA",0
"PTMS",-0.054
"PTN",-0.0601
"PTOV1",0
"PTOV1",0
"PTP4A1",0
"PTP4A1",0
"PTP4A2",0
"PTP4A2",0
"PTP4A2",0
"PTP4A3",0.0212
"PTPA",0
"PTPDC1",0
"PTPG1",-0.1299
"PTPLA",-0.0951
"PTPLB",0
"PTPMT1",0
"PTPN1",0
"PTPN11",0
"PTPN12",0
"PTPN13",0
"PTPN14",0
"PTPN18",0
"PTPN18",0
"PTPN2",0
"PTPN20",0
"PTPN21",0
"PTPN22",0.0105
"PTPN23",0
"PTPN23",0
"PTPN3",0
"PTPN4",0
"PTPN5",0
"PTPN6",-0.0681
"PTPN7",0
"PTPN9",0
"PTPRA",0
"PTPRB",0
"PTPRC",-0.0316
"PTPRCAP",0
"PTPRD",0
"PTPRE",0
"PTPRE",0
"PTPRE",0
"PTPRF",0
"PTPRG",0
"PTPRH",-0.0333
"PTPRJ",0
"PTPRK",0
"PTPRM",0
"PTPRN",0
"PTPRN2",0
"PTPRO",-0.003
"PTPRR",0
"PTPRS",0
"PTPRS",0
"PTPRT",0
"PTPRU",0
"PTPRZ1",0
"PTPRZ1",0
"PTPRZ1",0
"PTPsigma",0.0711
"PTRF",0
"PTRF",0
"PTRH1",0
"PTRH2",0
"PTRHD1",0
"PTS",0.0178
"PTTG1",0
"PTTG1IP",0
"PTTG2",0.0375
"PTTG3",0.024
"PTTG3P",0
"PTX3",0
"PUDP",0
"PUF60",0
"PUM1",0
"PUM1",0
"PUM2",0
"PUM2",0
"PUM2",0
"PUM3",0
"PURA",0
"PURB",0
"PURB",0
"PURG",0.0118
"PUS1",-0.0891
"PUS1",-0.0891
"PUS10",0
"PUS3",0
"PUS7",0
"PUS7",0
"PUS7L",0
"PUSL1",0
"PVALB",0
"PVR",-0.1152
"PVR",-0.1152
"PVRIG",0
"PVRL1",-0.0086
"PVRL2",0
"PVRL2",0
"PVRL3",0
"PVRL3",0
"PVRL4",0
"PWP1",0
"PWP2",-0.0774
"PWWP2A",0
"PWWP2B",0
"PXDC1",0
"PXDN",0
"PXDNL",0
"PXK",0
"PXMP2",0
"PXMP4",0
"PXN",0
"PXR2b",-0.0198
"PXYLP1",0
"PYCARD",0
"PYCR1",0
"PYCR1",0
"PYCR2",0
"PYCR2",0
"PYCRL",0
"PYCS",-0.0016
"PYDC1",0
"PYDC2",0
"PYGB",0
"PYGB",0
"PYGL",0
"PYGM",0
"PYGM",0
"PYGO1",0
"PYGO2",0
"PYHIN1",0
"PYM1",0
"PYROXD1",0
"PYROXD2",0
"pyst2",-0.1911
"PYURF",0
"PYY",0.0011
"PYY2",-0.068
"PZP",-0.0821
"QARS",-0.0114
"QDPR",0
"QKI",0
"QPCT",0
"QPCTL",0
"QPRT",0
"QPRT",0
"QRFP",0
"QRFPR",0
"QRICH1",0
"QRICH2",0
"QRSL1",0
"QSER1",0
"QSER1",0
"QSOX1",0
"QSOX2",0
"QTRT1",0
"QTRT2",0
"QTRTD1",0
"QUAKING",0.0143
"R01145",0
"R3HCC1",0
"R3HCC1L",0
"R3HDM",0.002
"R3HDM1",0
"R3HDM2",0
"R3HDM4",0
"R3HDML",0
"R51H2",0.0833
"RAB-R",-0.0488
"RAB1",0.142
"RAB10",0
"RAB11A",0
"RAB11B",0
"RAB11FIP1",0
"RAB11FIP1",0
"RAB11FIP2",0
"RAB11FIP2",0
"RAB11FIP3",0
"RAB11FIP4",0
"RAB11FIP5",0
"RAB12",0
"RAB13",0
"RAB14",0
"RAB15",0
"RAB17",0
"RAB18",0
"RAB18",0
"RAB19",0
"RAB1A",0
"RAB1B",-0.0642
"RAB1C",0
"RAB2",0.0123
"RAB20",0
"RAB21",0
"RAB22A",0.0449
"RAB23",-0.0578
"RAB24",0
"RAB24",0
"RAB25",0
"RAB26",-0.022
"RAB27A",0
"RAB27B",0.0973
"RAB28",0.0179
"RAB29",0
"RAB2A",0
"RAB2B",0
"RAB30",-0.0238
"RAB31",-0.0819
"RAB31",-0.0819
"RAB32",0
"RAB33A",0
"RAB33B",0
"RAB34",0
"RAB35",0
"RAB36",-0.0375
"RAB37",0
"RAB38",0.0058
"RAB39",-0.1258
"RAB39A",0
"RAB39B",0
"RAB3A",0
"RAB3B",0
"RAB3C",0
"RAB3D",-0.1789
"RAB3GAP1",0
"RAB3GAP2",0
"RAB3IL1",-0.03
"RAB3IP",0
"RAB3IP",0
"RAB3IP",0
"RAB40A",0
"RAB40AL",0
"RAB40B",0
"RAB40C",0
"RAB41",0
"RAB42",0
"RAB43",0
"RAB4B",-0.0514
"RAB5A",0
"RAB5A",0
"RAB5B",0
"RAB5C",0
"RAB6A",0
"RAB6A",0
"RAB6B",0
"RAB6C",0
"RAB6KIFL",0.0127
"RAB7A",0
"RAB7B",0
"RAB7L1",0
"RAB7L1",0
"RAB8A",0
"RAB8B",0
"RAB9",0.0114
"RAB9A",0
"RAB9B",0
"RAB9P1",0.0644
"RABAC1",0
"RABEP1",0
"RABEP2",0
"RABEPK",0
"RABEX5",0.0767
"RABGAP1",0
"RABGAP1L",0
"RABGAP1L",0
"RABGAP1L",0
"RABGEF1",0
"RABGGTA",0
"RABGGTB",0
"RABIF",0
"RABIF",0
"RABL2A",-0.0633
"RABL2B",-0.0872
"RABL3",0
"RABL5",0
"RABL6",0
"RAC1",0
"RAC2",-0.3003
"RAC3",-0.0083
"RACGAP1",0
"RACGAP1P",0
"RACK1",0
"RAD1",0
"RAD17",0.04
"RAD18",-0.1695
"RAD21",0
"RAD21L1",0
"RAD23A",0
"RAD23B",0
"RAD23B",0
"RAD23B",0
"RAD30",-0.1275
"Rad50",-0.0336
"RAD50",-0.0536
"RAD51",0
"RAD51AP1",0
"RAD51AP2",0
"RAD51B",0
"RAD51C",-0.17
"RAD51D",0
"RAD51L1",0
"RAD52",0.0106
"RAD54B",-0.0527
"RAD54L",0.0381
"RAD54L2",0
"RAD9A",0
"RAD9B",0
"RADIL",0
"RAE1",0
"RAE1",0
"RAET1E",0
"RAET1G",0
"RAET1L",0
"RAF1",0
"RAG1",0.0038
"RAG2",0
"RAGE",-0.0829
"RAGEsec",0.0679
"RAI",0.0032
"RAI1",0.0184
"RAI14",0
"RAI16",0
"RAI2",-0.0222
"RAIDD",0.0097
"RALA",-0.0023
"RALA",-0.0023
"RALB",0
"RALBP1",0
"RALDH2",0.0762
"RALGAPA1",0
"RALGAPA2",0
"RALGAPB",0
"RALGDS",-0.0987
"RALGPS1",0
"RALGPS1",0
"RALGPS2",0
"RALY",0
"RALYL",0
"RAMP1",0
"RAMP2",0
"RAMP3",0
"RAN",0
"RAN",0
"RANBP1",0
"RANBP10",0
"RANBP16",-0.0117
"RANBP17",-0.0165
"RANBP2",0
"RANBP21",-0.0887
"RANBP3",-0.0165
"RANBP3L",0
"RANBP6",0
"RANBP9",0
"RANBP9",0
"RANGAP1",-0.0331
"RANGRF",0
"RAP1A",0
"RAP1B",0
"RAP1GAP",0
"RAP1GAP2",0
"RAP1GDS1",0
"RAP2A",0
"RAP2B",0.0214
"RAP2B",0.0214
"RAP2C",0
"RAP2C",0
"RAP3",0.0103
"rapa",-0.0627
"RAPGEF1",0
"RAPGEF1",0
"RAPGEF2",0
"RAPGEF3",0
"RAPGEF4",0
"RAPGEF4",0
"RAPGEF5",0
"RAPGEF6",0
"RAPGEFL1",0
"RAPH1",0
"RAPH1",0
"RAPSN",0
"RARA",0
"RARA",0
"RARB",-0.0112
"RARG",0
"RARG",0
