"Gene","FDXR"
"SERP1",37.9735
"SERP2",1.0594
"SERPI0.01",0.0481
"SERPI0.010",0
"SERPI0.011",0
"SERPI0.012",0
"SERPI0.02",0
"SERPI0.03",4e-04
"SERPI0.04",0
"SERPI0.05",0
"SERPI0.06",0
"SERPI0.07",0
"SERPI0.09",0.0652
"SERPINB1",4.1115
"SERPINB1",4.1115
"SERPINB10",0
"SERPINB11",0
"SERPINB12",5.0971
"SERPINB13",34.5835
"SERPINB13",34.5835
"SERPINB2",89.5024
"SERPINB2",89.5024
"SERPINB3",16.8156
"SERPINB4",2.0037
"SERPINB5",681.555
"SERPINB6",3.3841
"SERPINB6",3.3841
"SERPINB7",79.7794
"SERPINB8",4.2009
"SERPINB8",4.2009
"SERPINB9",0.5904
"SERPINB9",0.5904
"SERPINB9P1",0
"SERPINC1",0.4356
"SERPIND1",0
"SERPINE1",139.49
"SERPINE2",2.6592
"SERPINE3",0
"SERPINF1",9.2179
"SERPINF2",0.0012
"SERPING1",12.8185
"SERPINH1",26.7611
"SERPINI1",0.5147
"SERPINI2",0
"SERTAD1",37.1463
"SERTAD2",25.6803
"SERTAD3",37.0737
"SERTAD4",0.2244
"SERTM1",0
"SESN1",0.516
"SESN1",0.516
"SESN2",21.4252
"SESN3",7.9401
"SESTD1",2e-04
"set",0
"SET",15.8276
"SET07",0
"SETBP1",0.5604
"SETD1A",6.234
"SETD1B",8.7499
"SETD2",5.3962
"SETD2",5.3962
"SETD3",14.8713
"SETD4",0
"SETD5",5.503
"SETD6",3.2141
"SETD7",8.3104
"SETD7",8.3104
"SETD8",0
"SETD8",0
"SETD9",0.4001
"SETDB1",1.6155
"SETDB1",1.6155
"SETDB2",0.0919
"SETMAR",4.6083
"SETX",3.1337
"SEZ6",0
"SEZ6L",0
"SEZ6L2",2.074
"SF1",14.76
"SF3A1",7.4929
"SF3A2",96.7082
"SF3A3",2.604
"SF3B1",8.6998
"SF3B2",31.2556
"SF3B3",6.8357
"SF3B4",12.1396
"SF3B5",113.6164
"SF3B6",8.8207
"SFI1",0
"sflt",0
"SFMBT1",0.1389
"SFMBT2",0.0259
"SFN",4082.14
"SFPQ",75.422
"SFR1",6.0463
"SFRP1",19.6246
"SFRP2",0
"SFRP4",0
"SFRP5",0
"SFRS1",0
"SFRS12",0
"SFRS15",0
"SFRS17A",0
"SFRS2",0
"SFRS2IP",0
"SFRS3",0
"SFRS6",0
"SFRS6",0
"SFRS7",0
"SFRS9",0
"SFSWAP",4.3575
"SFT2D1",5.4989
"SFT2D2",9.9353
"SFT2D3",6.5734
"SFTA1P",0
"SFTA2",0
"SFTA3",0
"SFTP1",0
"SFTP3",0
"SFTPA1",0
"SFTPA2",0
"SFTPB",0
"SFTPC",0
"SFTPD",0.1882
"SFXN1",20.6531
"SFXN2",0.0021
"SFXN3",9.077
"SFXN3",9.077
"SFXN4",1.1763
"SFXN5",0.1519
"SGCA",0
"SGCB",5.1385
"SGCD",0
"SGCE",1.9922
"SGCG",0.0182
"SGCZ",0
"SGEF",0
"SGF29",3.4352
"SGIP1",0
"SGIP1",0
"SGK",0
"SGK1",13.977
"SGK2",3e-04
"SGK2",3e-04
"SGK223",17.2481
"SGK3",0.695
"SGKL",0
"SGLT2",0
"SGMS1",4e-04
"SGMS2",4.3728
"SGO1",0.2356
"SGO2",1e-04
"SGOL1",0
"SGOL1",0
"SGOL2",0
"SGP28",0
"SGPL1",2.4312
"SGPL1",2.4312
"SGPP1",5.2928
"SGPP2",13.9656
"SGPP2",13.9656
"SGRF",0
"SGSH",5.2629
"SGSM1",0
"SGSM2",8.8492
"SGSM3",2.2667
"SGT1",0
"SGTA",15.7821
"SGTB",2.5499
"SGY-1",0
"SH120",0
"SH2B",0
"SH2B1",3.0897
"SH2B2",0
"SH2B3",1.0329
"SH2D1A",0
"SH2D1B",0
"SH2D2A",0.2242
"SH2D3A",2.6632
"SH2D3C",0
"SH2D4A",2.8411
"SH2D5",8.0634
"SH2D5",8.0634
"SH2D7",0
"SH3BGR",2e-04
"SH3BGRL",19.584
"SH3BGRL2",2.2431
"SH3BGRL3",555.1905
"SH3BP1",68.8036
"SH3BP1",68.8036
"SH3BP2",4.5096
"SH3BP4",10.2183
"SH3BP5",3.4609
"SH3BP5L",9.1012
"SH3D19",0
"SH3D19",0
"SH3D21",13.975
"SH3D5",0
"SH3GL1",54.9017
"SH3GL2",0
"SH3GL3",0.4913
"SH3GLB1",10.2212
"SH3GLB2",20.5274
"SH3KBP1",5.7913
"SH3KBP1",5.7913
"SH3P12",0
"SH3PXD2A",0
"SH3PXD2B",13.6491
"SH3PXD2B",13.6491
"SH3RF1",3.2714
"SH3RF1",3.2714
"SH3RF2",4.8144
"SH3RF3",0.0373
"SH3TC1",0.7758
"SH3TC2",0.0883
"SH3TC2",0.0883
"SH3YL1",0.0088
"SHANK",0
"SHANK1",0.8897
"SHANK3",3e-04
"SHARPIN",6.2434
"SHB",5.482
"SHB",5.482
"SHBG",0
"SHC1",119.9556
"SHC1",119.9556
"SHC2",1.3228
"SHC3",0.0421
"SHC4",0.1227
"SHC4",0.1227
"SHCBP1",0
"SHCBP1L",0
"SHD",0
"SHE",0.0336
"SHF",1.062
"SHF",1.062
"SHFM1",84.8977
"SHH",0
"SHISA2",0
"SHISA3",0
"SHISA4",0.7423
"SHISA5",5.4529
"SHISA6",0.0789
"SHISA7",0
"SHISA9",0
"SHKBP1",0.5427
"SHMT",0
"SHMT1",7.7555
"SHMT2",19.7488
"SHMT2",19.7488
"SHOC2",2.0737
"SHOX",0
"SHOX",0
"SHOX2",0
"SHPRH",0.4935
"SHQ1",3.2398
"SHROOM1",1e-04
"SHROOM2",0.9672
"SHROOM3",0.98
"SHROOM4",0.2155
"SHTN1",0.0174
"SI",0
"SIAE",3.4333
"SIAH1",6.7421
"SIAH2",27.9637
"SIAH3",0.0532
"SIAHBP1",0
"SIAHBP1",0
"SIAT4A",0
"SIAT8B",0
"SIAT8C",0
"SIAT8D",0
"Sid1669",0
"SID6-306",0
"SIDT1",0
"SIDT2",6.4011
"SIG11",0
"SIGIRR",6.7157
"SIGLEC1",0
"SIGLEC1",0
"SIGLEC10",0
"SIGLEC11",0
"SIGLEC12",0
"SIGLEC14",0
"SIGLEC15",8e-04
"SIGLEC5",0
"SIGLEC6",0
"SIGLEC7",0
"SIGLEC7",0
"SIGLEC8",0
"SIGLEC9",0
"SIGLECL1",0
"SIGMAR1",19.1003
"SIK1",62.1372
"SIK2",5.0903
"SIK3",0.2554
"SIKE1",1.4156
"sIL-6R",0
"SIL1",7.6872
"SIM1",0
"SIM2",0.1015
"SIMC1",0.0019
"SIN3A",5.7979
"SIN3B",10.1609
"SIP1",0
"SIP1-beta",0
"SIP1-delta",0
"SIP1-gamma",0
"SIPA1",0.0011
"SIPA1L1",0.0294
"SIPA1L2",2.8785
"SIPA1L3",5.8944
"SIRP-b2",0
"SIRP-BETA-1",0
"SIRPA",10.9605
"SIRPB1",0
"SIRPB1",0
"SIRPB2",3e-04
"SIRPD",0
"SIRPG",0
"SIRT1",0.931
"SIRT2",0
"SIRT3",0.1548
"SIRT3",0.1548
"SIRT3",0.1548
"SIRT4",0.4039
"SIRT5",0
"SIRT5",0
"SIRT6",2e-04
"SIRT7",11.9911
"SIT1",0
"SIVA1",10.1127
"SIX1",0
"SIX2",0
"SIX3",0
"SIX4",0.2165
"SIX5",0
"SIX6",0
"SKA1",0.0012
"SKA2",13.4184
"SKA3",0.0079
"SKAP1",0.0676
"SKAP2",5.6979
"SKB1",0
"SKI",14.7913
"SKI",14.7913
"SKIDA1",0.2088
"SKIL",0.8111
"SKIV2L",5.8691
"SKIV2L2",0.9864
"SKP1",22.7308
"SKP1A",0
"SKP2",11.5825
"SLA",0
"SLA/LP",0
"SLA/LP",0
"SLA2",0
"SLAIN1",1e-04
"SLAIN2",12.2312
"SLAMF1",0
"SLAMF6",0
"SLAMF7",3.4302
"SLAMF8",0.1303
"SLAMF9",0
"SLBP",2.7118
"SLC10A1",0
"SLC10A2",0
"SLC10A3",17.7483
"SLC10A4",0
"SLC10A5",0.1824
"SLC10A6",7.0976
"SLC10A7",0.5904
"SLC10A7",0.5904
"SLC11A1",0.153
"SLC11A1",0.153
"SLC11A2",1.0221
"SLC12A1",0
"SLC12A2",0.029
"SLC12A3",0
"SLC12A4",0.0277
"SLC12A5",0.3105
"SLC12A6",0.6011
"SLC12A7",3.4502
"SLC12A9",6.1434
"SLC13A1",0
"SLC13A2",0
"SLC13A3",0
"SLC13A4",0
"SLC13A5",0.0018
"SLC14A1",0
"SLC14A2",0
"SLC15A1",4.8248
"SLC15A2",0.0123
"SLC15A3",0
"SLC15A4",5.126
"SLC15A5",0
"SLC16A1",46.4291
"SLC16A10",0
"SLC16A11",4.1072
"SLC16A12",0
"SLC16A13",6.6142
"SLC16A14",0.1922
"SLC16A2",9.6411
"SLC16A3",47.6861
"SLC16A4",0
"SLC16A5",3.09
"SLC16A6",0.1668
"SLC16A7",0.3998
"SLC16A8",0.1196
"SLC16A9",1.3321
"SLC17A1",0
"SLC17A2",0
"SLC17A3",0
"SLC17A4",0
"SLC17A5",6.5906
"SLC17A6",0
"SLC17A7",0.2912
"SLC17A8",0
"SLC18A1",0
"SLC18A2",0.6595
"SLC18A3",0.0911
"SLC18B1",7.9182
"SLC19A1",0.585
"SLC19A2",2.1142
"SLC19A3",0
"SLC1A1",0
"SLC1A1",0
"SLC1A2",0
"SLC1A3",2e-04
"SLC1A3",2e-04
"SLC1A4",1.4923
"SLC1A4",1.4923
"SLC1A5",240.416
"SLC1A6",0
"SLC1A7",0
"SLC20A1",9.7478
"SLC20A1",9.7478
"SLC20A2",24.4819
"SLC21A11",0
"SLC21A12",0
"SLC21A14",0
"SLC21A3",0
"SLC21A8",0
"SLC22A1",0.0013
"SLC22A10",0
"SLC22A11",0
"SLC22A12",0
"SLC22A13",0
"SLC22A14",0.2318
"SLC22A15",4.8338
"SLC22A16",0
"SLC22A17",0
"SLC22A18",24.6347
"SLC22A18AS",0
"SLC22A2",0
"SLC22A20",0.3693
"SLC22A23",19.2231
"SLC22A24",0
"SLC22A25",0
"SLC22A3",0.0061
"SLC22A4",0.3494
"SLC22A5",4.6121
"SLC22A6",0
"SLC22A7",0
"SLC22A8",0
"SLC22A9",0
"SLC23A1",0
"SLC23A2",0.5902
"SLC23A3",1e-04
"SLC24A1",0.8
"SLC24A2",0
"SLC24A3",0.0547
"SLC24A3",0.0547
"SLC24A4",0.0215
"SLC24A5",0
"SLC24A6",0
"SLC25A1",20.0639
"SLC25A10",15.2462
"SLC25A11",3.9217
"SLC25A12",0.7377
"SLC25A13",0.0023
"SLC25A13",0.0023
"SLC25A14",0.1834
"SLC25A15",4.2639
"SLC25A16",3.4276
"SLC25A17",1.2235
"SLC25A18",0.1109
"SLC25A19",2e-04
"SLC25A2",0
"SLC25A20",3.2897
"SLC25A21",0.0539
"SLC25A22",8.8886
"SLC25A23",15.4707
"SLC25A23",15.4707
"SLC25A24",3.9358
"SLC25A25",2.1347
"SLC25A25",2.1347
"SLC25A26",0.7605
"SLC25A27",0
"SLC25A28",9.4373
"SLC25A29",14.3567
"SLC25A3",0.9211
"SLC25A30",3.1852
"SLC25A31",0
"SLC25A32",7.1645
"SLC25A33",5.5569
"SLC25A34",0.0704
"SLC25A35",0.4701
"SLC25A36",0.0063
"SLC25A37",3.592
"SLC25A37",3.592
"SLC25A38",2.8425
"SLC25A39",14.9306
"SLC25A4",1.2427
"SLC25A40",4.9947
"SLC25A40",4.9947
"SLC25A40",4.9947
"SLC25A41",0
"SLC25A42",1.1188
"SLC25A43",3.8599
"SLC25A44",0.7903
"SLC25A45",0
"SLC25A46",3.074
"SLC25A47",0
"SLC25A5",227.808
"SLC25A5-AS1",0
"SLC25A51",6.5028
"SLC25A52",0
"SLC25A53",0
"SLC25A5P1",0
"SLC25A6",0
"SLC26A1",0
"SLC26A10",0
"SLC26A10",0
"SLC26A11",1.0464
"SLC26A2",2.0433
"SLC26A3",0
"SLC26A4",0.1468
"SLC26A5",0
"SLC26A6",1.2161
"SLC26A7",0
"SLC26A8",0
"SLC26A9",0.0015
"SLC27A1",9.2077
"SLC27A2",0.2206
"SLC27A3",0.012
"SLC27A4",6.5121
"SLC27A5",0.2358
"SLC27A6",0.0837
"SLC28A1",0
"SLC28A2",0
"SLC28A3",5.9884
"SLC29A1",6.9442
"SLC29A2",1.6848
"SLC29A3",0.1153
"SLC29A4",0.0144
"SLC2A1",657.273
"SLC2A10",0.35
"SLC2A11",4e-04
"SLC2A12",0.4106
"SLC2A13",0.0888
"SLC2A14",0.0014
"SLC2A2",0
"SLC2A3",35.1727
"SLC2A3",35.1727
"SLC2A4",0
"SLC2A4",0
"SLC2A4RG",67.4867
"SLC2A4RG",67.4867
"SLC2A5",0.2286
"SLC2A6",0.0021
"SLC2A7",0
"SLC2A8",0.2808
"SLC2A9",14.4193
"SLC30A1",8.8564
"SLC30A1",8.8564
"SLC30A10",0
"SLC30A2",0.0941
"SLC30A3",0
"SLC30A4",0.9387
"SLC30A5",2.5028
"SLC30A6",2.7279
"SLC30A7",2.6902
"SLC30A8",0.0081
"SLC30A9",9.2611
"SLC31A1",9.1846
"SLC31A2",12.2466
"SLC32A1",0
"SLC33A1",10.1537
"SLC34A1",0
"SLC34A3",0
"SLC35A1",1.3387
"SLC35A1",1.3387
"SLC35A2",0.24
"SLC35A2",0.24
"SLC35A3",0.5198
"SLC35A4",21.1094
"SLC35A5",5.3419
"SLC35B1",9.3469
"SLC35B2",23.7249
"SLC35B3",6.2469
"SLC35B4",2.6663
"SLC35B4",2.6663
"SLC35C1",13.2132
"SLC35C2",6.2569
"SLC35D1",9.4852
"SLC35D2",1e-04
"SLC35D3",0
"SLC35E1",21.4909
"SLC35E2",2.1353
"SLC35E2B",0.4663
"SLC35E3",1.9796
"SLC35E3",1.9796
"SLC35E4",3.1956
"SLC35F1",0
"SLC35F2",17.9092
"SLC35F3",2.5841
"SLC35F4",0.1331
"SLC35F5",4.8182
"SLC35F6",9.909
"SLC35G1",0.2039
"SLC35G2",0.2179
"SLC35G3",0
"SLC35G5",0
"SLC35G6",0
"SLC36A1",5.1786
"SLC36A2",0
"SLC36A3",0
"SLC36A4",0.5828
"SLC37A1",0.2792
"SLC37A2",0.7326
"SLC37A3",0.0133
"SLC37A3",0.0133
"SLC37A3",0.0133
"SLC37A4",4.8036
"SLC38A1",22.0408
"SLC38A10",11.267
"SLC38A11",0
"SLC38A2",7.1233
"SLC38A2",7.1233
"SLC38A3",0
"SLC38A4",0.0562
"SLC38A5",8.4015
"SLC38A6",0
"SLC38A7",2.7595
"SLC38A8",0
"SLC38A9",7.9341
"SLC39A1",31.4874
"SLC39A10",4.3643
"SLC39A11",0.06
"SLC39A11",0.06
"SLC39A12",0
"SLC39A14",8.5434
"SLC39A2",0.5465
"SLC39A3",3.5482
"SLC39A3",3.5482
"SLC39A3",3.5482
"SLC39A4",0.1914
"SLC39A5",0
"SLC39A6",25.6575
"SLC39A6",25.6575
"SLC39A7",36.9084
"SLC39A8",0.272
"SLC39A9",0.0109
"SLC3A1",0
"SLC3A2",1.6096
"SLC40A1",0.32
"SLC41A1",2.5781
"SLC41A2",0.0604
"SLC41A3",1.8161
"SLC43A1",2.6621
"SLC43A2",0.4323
"SLC43A2",0.4323
"SLC43A3",1.8682
"SLC43A3",1.8682
"SLC44A1",27.4816
"SLC44A2",9.8645
"SLC44A3",0.4272
"SLC44A4",8e-04
"SLC44A5",0
"SLC45A2",0.2842
"SLC45A3",0.1904
"SLC45A4",2.5814
"SLC46A1",0.009
"SLC46A2",0
"SLC46A3",1e-04
"SLC47A1",0
"SLC47A2",0
"SLC48A1",7.2331
"SLC4A1",0
"SLC4A10",0
"SLC4A11",1.6215
"SLC4A1AP",2.8782
"SLC4A2",5.4684
"SLC4A4",0.001
"SLC4A4",0.001
"SLC4A5",0
"SLC4A7",0
"SLC4A8",0
"SLC4A9",0
"SLC50A1",38.0786
"SLC51A",0.2024
"SLC51B",0
"SLC52A1",0.278
"SLC52A2",20.2298
"SLC52A3",0.5671
"SLC5A1",1.3719
"SLC5A10",0
"SLC5A11",0
"SLC5A12",0
"SLC5A2",0
"SLC5A3",0
"SLC5A4",0
"SLC5A5",0
"SLC5A6",3.1159
"SLC5A6",3.1159
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A11",5.3904
"SLC6A12",0
"SLC6A13",0
"SLC6A14",1.2016
"SLC6A15",2.9172
"SLC6A15",2.9172
"SLC6A15",2.9172
"SLC6A16",0.0695
"SLC6A17",0.0345
"SLC6A18",0
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0.0075
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0.0079
"SLC6A7",0
"SLC6A8",17.349
"SLC6A8",17.349
"SLC6A9",3.8177
"SLC7A1",53.7786
"SLC7A10",0
"SLC7A11",5.2492
"SLC7A13",0
"SLC7A14",0
"SLC7A2",0.0091
"SLC7A3",0
"SLC7A4",0.9573
"SLC7A5",304.941
"SLC7A6",1.1963
"SLC7A6",1.1963
"SLC7A6OS",3.1113
"SLC7A7",0.5442
"SLC7A8",11.5585
"SLC7A9",0
"SLC8A1",0.0202
"SLC8A1",0.0202
"SLC8A2",0
"SLC8A3",0
"SLC8B1",7.1803
"SLC9A1",25.3594
"SLC9A2",0.0769
"SLC9A3",0.0401
"SLC9A3R1",205.1675
"SLC9A3R2",0.0016
"SLC9A4",0
"SLC9A5",7e-04
"SLC9A6",0.1779
"SLC9A7",0.9025
"SLC9A8",4e-04
"SLC9A9",0.7657
"SLC9A9",0.7657
"SLC9B2",1.4749
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0.0501
"SLCO2B1",0
"SLCO3A1",11.8859
"SLCO4A1",8.5891
"SLCO4C1",0
"SLCO4C1",0
"SLCO5A1",0.017
"SLCO6A1",0
"SLF1",0.1118
"SLF2",1.0517
"SLFN11",0
"SLFN12",0.7393
"SLFN13",9e-04
"SLFN14",0
"SLFN5",6.8593
"SLFNL1",0
"SLIRP",0.187
"SLIT1",0
"SLIT2",0.0632
"SLITRK1",0
"SLITRK2",0.1084
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0.0943
"SLITRK6",1.3578
"SLK",0.0124
"SLMAP",1e-04
"SLMO2",0
"SLN",0
"SLP65",0
"SLPI",468.7995
"SLPI",468.7995
"SLTM",3.6353
"SLTM",3.6353
"SLU7",10.9032
"SLURP1",6.2387
"SLX1B",0
"SLX4",0.4829
"SLX4IP",0.843
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",18.3924
"SMAD1",18.3924
"SMAD2",8.7611
"SMAD3",18.4606
"SMAD3",18.4606
"SMAD4",5.2674
"SMAD5",14.8647
"SMAD6",0
"SMAD7",1.2111
"SMAD9",0
"SMAGP",19.4211
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",3.4858
"SMAP2",12.8108
"SMARCA1",0.0289
"SMARCA2",1.0293
"SMARCA2",1.0293
"SMARCA4",0.8153
"SMARCA4",0.8153
"SMARCA5",4.0773
"SMARCA6",0
"SMARCAD1",0.1779
"SMARCAL1",7.7953
"SMARCB1",31.831
"SMARCC1",7.5166
"SMARCC1",7.5166
"SMARCC2",12.6705
"SMARCC2",12.6705
"SMARCD1",3.4515
"SMARCD1",3.4515
"SMARCD2",56.9699
"SMARCD3",8.1117
"SMARCE1",20.6361
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",2.3199
"SMC1A",2.3199
"SMC2",0.908
"SMC3",15.631
"SMC4",0.9374
"SMC5",6.4023
"SMC6",1.8078
"SMCHD1",1.0238
"SMCO1",0
"SMCO2",0.1901
"SMCO3",0
"SMCO4",11.642
"SMCP",0
"SMCR7",0
"SMCR7L",0
"SMCR7L",0
"SMCR8",3.036
"SMCY",0
"SMDT1",12.0719
"SMG1",7.4311
"SMG5",11.7325
"SMG6",1.071
"SMG7",0.9385
"SMG8",8.3238
"SMG9",5.0246
"SMIM1",3.3848
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",10.5856
"SMIM12",100.3363
"SMIM13",3.1636
"SMIM14",11.8158
"SMIM15",21.9723
"SMIM19",9.8331
"SMIM21",0
"SMIM24",0.29
"SMIM3",2.5042
"SMIM4",28.713
"SMIM5",2.7138
"SMIM6",0
"SMIM7",0.0026
"SMIM8",6.6489
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",10.1322
"SMO",0.775
"smoc1",0
"SMOC1",0.0578
"SMOC1",0.0578
"SMOC2",0.175
"SMOH",0
"SMOX",2.9871
"SMP1",0
"SMPD1",7.4333
"SMPD2",4.9695
"SMPD3",8e-04
"SMPD4",0.0026
"SMPDL3A",9.3978
"SMPDL3A",9.3978
"SMPDL3B",0.2423
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",6e-04
"SMS3",0
"SMTN",2.615
"SMTNL1",0
"SMTNL2",0.0971
"SMU1",7.163
"SMUG1",1.8697
"SMURF1",0
"SMURF1",0
"SMURF2",10.9438
"SMURF2",10.9438
"SMYD1",0
"SMYD2",18.8926
"SMYD3",1.0849
"SMYD3",1.0849
"SMYD4",4.659
"SMYD4",4.659
"SMYD5",1.9808
"SN",0
"S0.0G1",0
"S0.0I1",0
"S0.0I2",37.9201
"S0.0I3",0
"S0.0P23",6.4161
"S0.0P25",0
"S0.0P29",13.6739
"S0.0P47",9.6351
"S0.0P50",0
"S0.0P91",0.0394
"S0.0PC1",2.7994
"S0.0PC2",7.7581
"S0.0PC3",14.2547
"S0.0PC4",0.9064
"S0.0PC4",0.9064
"S0.0PC5",1.7518
"S0.0PC5",1.7518
"S0.0PIN",0
"SNCA",2.4442
"SNCAIP",0
"SNCB",0.9491
"SNCG",3.6175
"SND1",25.0382
"SND1-IT1",0
"SNED1",0
"SNF1LK",0
"SNF1LK",0
"SNF1LK",0
"SNF8",1.704
"SNFT",0
"SNHG5",0
"SNHG8",0
"SNIP1",2.3801
"SNIP1",2.3801
"SNN",85.492
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",0
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",0
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",0.2923
"SNRK",8.0628
"SNRK",8.0628
"SNRNP200",7.3333
"SNRNP25",2.3072
"SNRNP27",22.7353
"SNRNP35",0.479
"SNRNP40",15.5951
"SNRNP48",5.0241
"SNRNP70",4.0605
"SNRPA",26.7712
"SNRPA",26.7712
"SNRPA",26.7712
"SNRPA1",0
"SNRPB",24.8733
"SNRPB2",18.889
"SNRPC",22.6133
"SNRPD1",5.514
"SNRPD2",132.8862
"SNRPD3",24.8897
"SNRPE",1.6595
"SNRPEP2",0
"SNRPF",4.5193
"SNRPG",1.1038
"SNRPN",3.6798
"SNT-1",0
"SNT-2",0
"SNTA1",1.2281
"SNTB1",0
"SNTB2",3.9293
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",45.9359
"SNUPN",8.6486
"SNURF",6.7928
"SNURFL",0
"SNW1",7.4871
"SNX 3A",0
"SNX1",2.2998
"SNX10",0
"SNX11",4.9088
"SNX12",12.2028
"SNX13",0
"SNX14",1.6988
"SNX15",7.7299
"SNX16",0.0078
"SNX17",0.3467
"SNX18",0.779
"SNX19",0.0113
"SNX2",5.259
"SNX20",0
"SNX21",5.8506
"SNX22",0
"SNX24",10.649
"SNX25",1.8764
"SNX27",0
"SNX29",6.3809
"SNX3",2.1243
"SNX30",5.181
"SNX31",0
"SNX32",0
"SNX33",30.0429
"SNX4",1.4787
"SNX5",13.3173
"SNX6",1.2994
"SNX7",6.7455
"SNX8",3.762
"SNX9",5.5936
"SNX9",5.5936
"SOAT1",0.0178
"SOAT1",0.0178
"SOAT1",0.0178
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",12.2823
"SOCS1",12.2823
"SOCS2",12.7277
"SOCS2",12.7277
"SOCS3",3.7861
"SOCS3",3.7861
"SOCS4",2.9626
"SOCS5",2.7893
"SOCS5",2.7893
"SOCS6",9.1124
"SOCS7",0.015
"SOD1",45.4978
"SOD2",0.1318
"SOD3",0.1529
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",0
"SOHLH1",0
"SOHLH2",0.1016
"SOHLH2",0.1016
"SOLH",0
"SON",6.1335
"SORBS1",0
"SORBS1",0
"SORBS1",0
"SORBS2",1e-04
"SORBS3",0
"SORCS1",0
"SORCS2",5e-04
"SORCS3",0
"SORD",1.8565
"SORL1",0
"SORT1",4.5734
"SORT1",4.5734
"SOS1",1.1243
"SOS2",0.0103
"SOST",0
"SOSTDC1",0.1209
"SOWAHB",1.2626
"SOWAHC",26.7419
"SOWAHD",0
"SOX1",0
"SOX1",0
"SOX10",0.0762
"SOX10",0.0762
"SOX11",0.2363
"SOX11",0.2363
"SOX12",24.6165
"SOX12",24.6165
"SOX13",11.2603
"SOX14",0
"SOX15",112.4358
"SOX17",0
"SOX17",0
"SOX18",0.2698
"SOX2",0.35
"SOX2",0.35
"SOX21",0.0875
"SOX21",0.0875
"SOX3",0
"SOX3",0
"SOX30",0.0516
"SOX4",22.8477
"SOX4",22.8477
"SOX5",0
"SOX5",0
"SOX5",0
"SOX6",0
"SOX7",18.3342
"SOX7",18.3342
"SOX8",0
"SOX8",0
"SOX9",17.0378
"SP1",2.7147
"SP1",2.7147
"SP100",0.4327
"SP100",0.4327
"SP100",0.4327
"SP100-B",0
"SP110",0
"SP140",0
"SP140L",3.0276
"SP192",0
"SP2",6.3445
"SP2",6.3445
"SP3",5.7417
"SP3",5.7417
"sp32",0
"SP329",0
"SP38",0
"SP4",0.253
"SP5",0
"SP5",0
"SP5",0
"SP6",6.7683
"SP7",0
"SP8",0
"SP9",0
"SPA17",1.6697
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",1.7734
"SPACRCAN",0
"SPAG1",0.7962
"SPAG1",0.7962
"SPAG11A",0
"SPAG11B",0
"SPAG16",0.0692
"SPAG16",0.0692
"SPAG17",0.1125
"SPAG4",6.2386
"SPAG5",4.9426
"SPAG6",0
"SPAG6",0
"SPAG7",3.4606
"SPAG8",0
"SPAG9",0.0053
"SPAM1",0
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",26.7907
"SPARCL1",0
"SPAST",2.54
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",0.3929
"SPATA18",0.0088
