"","x"
"43981","NA"
"43982","NA"
"43983","NA"
"43984","NA"
"43985","NA"
"43986","NA"
"43987","-0.031053042"
"43988","NA"
"43989","NA"
"43990","NA"
"43991","-0.001601162"
"43992","NA"
"43993","0.014725949"
"43994","NA"
"43995","-0.014248686"
"43996","NA"
"43997","NA"
"43998","NA"
"43999","NA"
"44000","NA"
"44001","NA"
"44002","NA"
"44003","NA"
"44004","NA"
"44005","NA"
"44006","3.938758592"
"44007","NA"
"44008","-0.045105211"
"44009","-0.007016704"
"44010","NA"
"44011","NA"
"44012","-0.031241366"
"44013","NA"
"44014","NA"
"44015","0.039770834"
"44016","NA"
"44017","NA"
"44018","NA"
"44019","-0.043183651"
"44020","-0.041696877"
"44021","-0.104642277"
"44022","NA"
"44023","-0.007286214"
"44024","0.110696794"
"44025","-0.015230903"
"44026","-0.004598363"
"44027","0.023492499"
"44028","NA"
"44029","NA"
"44030","NA"
"44031","NA"
"44032","0.000551395"
"44033","-0.003581378"
"44034","-0.006941167"
"44035","-0.002637939"
"44036","NA"
"44037","NA"
"44038","-0.009846702"
"44039","NA"
"44040","0.018043078"
"44041","NA"
"44042","-0.009003854"
"44043","NA"
"44044","NA"
"44045","-0.023200344"
"44046","NA"
"44047","-0.089387679"
"44048","NA"
"44049","0.049066981"
"44050","0.019859228"
"44051","-0.004640431"
"44052","-0.006695115"
"44053","NA"
"44054","-0.055808379"
"44055","NA"
"44056","0.046551056"
"44057","-0.031856722"
"44058","NA"
"44059","NA"
"44060","NA"
"44061","NA"
"44062","NA"
"44063","NA"
"44064","NA"
"44065","NA"
"44066","NA"
"44067","NA"
"44068","-0.003554057"
"44069","NA"
"44070","NA"
"44071","NA"
"44072","NA"
"44073","NA"
"44074","NA"
"44075","NA"
"44076","NA"
"44077","-0.001618159"
"44078","-0.011623853"
"44079","0.000194792"
"44080","NA"
"44081","NA"
"44082","0.021667477"
"44083","NA"
"44084","NA"
"44085","NA"
"44086","NA"
"44087","NA"
"44088","NA"
"44089","-0.026289672"
"44090","NA"
"44091","NA"
"44092","NA"
"44093","NA"
"44094","-0.029336507"
"44095","NA"
"44096","NA"
"44097","NA"
"44098","NA"
"44099","NA"
"44100","NA"
"44101","0.000163577"
"44102","-7.64E-05"
"44103","-0.070481105"
"44104","NA"
"44105","-0.02359206"
"44106","NA"
"44107","NA"
"44108","NA"
"44109","NA"
"44110","NA"
"44111","NA"
"44112","NA"
"44113","0.000732325"
"44114","NA"
"44115","NA"
"44116","-0.015025335"
"44117","-0.059015572"
"44118","0.114105877"
"44119","NA"
"44120","NA"
"44121","0.037459437"
"44122","0.224484313"
"44123","-0.118014421"
"44124","0.089829536"
"44125","NA"
"44126","NA"
"44127","NA"
"44128","NA"
"44129","NA"
"44130","NA"
"44131","NA"
"44132","NA"
"44133","NA"
"44134","NA"
"44135","NA"
"44136","0.333321683"
"44137","NA"
"44138","NA"
"44139","NA"
"44140","NA"
"44141","NA"
"44142","0.009125375"
"44143","0.032319147"
"44144","0.204281658"
"44145","NA"
"44146","NA"
"44147","-0.013929418"
"44148","NA"
"44149","NA"
"44150","NA"
"44151","NA"
"44152","NA"
"44153","NA"
"44154","NA"
"44155","NA"
"44156","NA"
"44157","NA"
"44158","NA"
"44159","NA"
"44160","NA"
"44161","-0.039744244"
"44162","NA"
"44163","NA"
"44164","NA"
"44165","NA"
"44166","NA"
"44167","NA"
"44168","NA"
"44169","NA"
"44170","0.044831561"
"44171","0.000700894"
"44172","NA"
"44173","NA"
"44174","NA"
"44175","NA"
"44176","NA"
"44177","NA"
"44178","NA"
"44179","NA"
"44180","NA"
"44181","NA"
"44182","NA"
"44183","NA"
"44184","NA"
"44185","NA"
"44186","NA"
"44187","NA"
"44188","NA"
"44189","NA"
"44190","-0.011577553"
"44191","-0.136025048"
"44192","NA"
"44193","NA"
"44194","0.037832416"
"44195","2.49E-05"
"44196","NA"
"44197","-0.115471323"
"44198","0.00230672"
"44199","NA"
"44200","-0.092100293"
"44201","0.173433343"
"44202","NA"
"44203","NA"
"44204","NA"
"44205","NA"
"44206","NA"
"44207","NA"
"44208","NA"
"44209","NA"
"44210","NA"
"44211","NA"
"44212","NA"
"44213","NA"
"44214","NA"
"44215","NA"
"44216","NA"
"44217","NA"
"44218","NA"
"44219","NA"
"44220","NA"
"44221","NA"
"44222","NA"
"44223","NA"
"44224","NA"
"44225","NA"
"44226","NA"
"44227","NA"
"44228","NA"
"44229","NA"
"44230","NA"
"44231","NA"
"44232","NA"
"44233","NA"
"44234","NA"
"44235","NA"
"44236","NA"
"44237","0.107873058"
"44238","NA"
"44239","NA"
"44240","NA"
"44241","-0.010238192"
"44242","NA"
"44243","NA"
"44244","NA"
"44245","NA"
"44246","NA"
"44247","NA"
"44248","0.00894642"
"44249","-0.004813135"
"44250","NA"
"44251","NA"
"44252","NA"
"44253","NA"
"44254","NA"
"44255","NA"
"44256","NA"
"44257","NA"
"44258","NA"
"44259","NA"
"44260","NA"
"44261","NA"
"44262","0.066346983"
"44263","NA"
"44264","NA"
"44265","NA"
"44266","NA"
"44267","NA"
"44268","NA"
"44269","NA"
"44270","NA"
"44271","NA"
"44272","NA"
"44273","NA"
"44274","NA"
"44275","NA"
"44276","NA"
"44277","NA"
"44278","NA"
"44279","NA"
"44280","-0.005190516"
"44281","NA"
"44282","NA"
"44283","NA"
"44284","NA"
"44285","0.041203597"
"44286","-0.178600684"
"44287","-0.018172286"
"44288","NA"
"44289","NA"
"44290","NA"
"44291","NA"
"44292","NA"
"44293","NA"
"44294","NA"
"44295","NA"
"44296","NA"
"44297","NA"
"44298","NA"
"44299","NA"
"44300","NA"
"44301","NA"
"44302","NA"
"44303","NA"
"44304","NA"
"44305","NA"
"44306","NA"
"44307","NA"
"44308","NA"
"44309","NA"
"44310","NA"
"44311","NA"
"44312","NA"
"44313","NA"
"44314","NA"
"44315","NA"
"44316","NA"
"44317","NA"
"44318","NA"
"44319","NA"
"44320","NA"
"44321","NA"
"44322","NA"
"44323","NA"
"44324","NA"
"44325","NA"
"44326","NA"
"44327","NA"
"44328","NA"
"44329","NA"
"44330","NA"
"44331","NA"
"44332","NA"
"44333","NA"
"44334","NA"
"44335","NA"
"44336","NA"
"44337","NA"
"44338","NA"
"44339","NA"
"44340","NA"
"44341","NA"
"44342","NA"
"44343","NA"
"44344","NA"
"44345","NA"
"44346","NA"
"44347","NA"
"44348","NA"
"44349","NA"
"44350","-0.01248323"
"44351","NA"
"44352","NA"
"44353","NA"
"44354","NA"
"44355","NA"
"44356","NA"
"44357","NA"
"44358","NA"
"44359","NA"
"44360","NA"
"44361","NA"
"44362","NA"
"44363","NA"
"44364","NA"
"44365","NA"
"44366","NA"
"44367","NA"
"44368","NA"
"44369","NA"
"44370","NA"
"44371","NA"
"44372","NA"
"44373","NA"
"44374","NA"
"44375","NA"
"44376","NA"
"44377","NA"
"44378","NA"
"44379","NA"
"44380","NA"
"44381","NA"
"44382","NA"
"44383","NA"
"44384","NA"
"44385","NA"
"44386","NA"
"44387","NA"
"44388","NA"
"44389","NA"
"44390","NA"
"44391","NA"
"44392","NA"
"44393","NA"
"44394","NA"
"44395","NA"
"44396","NA"
"44397","NA"
"44398","NA"
"44399","NA"
"44400","NA"
"44401","NA"
"44402","NA"
"44403","-0.052047083"
"44404","NA"
"44405","NA"
"44406","NA"
"44407","NA"
"44408","NA"
"44409","NA"
"44410","NA"
"44411","NA"
"44412","NA"
"44413","NA"
"44414","NA"
"44415","NA"
"44416","NA"
"44417","NA"
"44418","NA"
"44419","NA"
"44420","NA"
"44421","NA"
"44422","NA"
"44423","0.188616911"
"44424","NA"
"44425","-0.218254749"
"44426","NA"
"44427","NA"
"44428","NA"
"44429","NA"
"44430","NA"
"44431","NA"
"44432","NA"
"44433","NA"
"44434","NA"
"44435","NA"
"44436","NA"
"44437","NA"
"44438","NA"
"44439","NA"
"44440","NA"
"44441","NA"
"44442","NA"
"44443","NA"
"44444","NA"
"44445","NA"
"44446","NA"
"44447","NA"
"44448","NA"
"44449","NA"
"44450","NA"
"44451","NA"
"44452","NA"
"44453","NA"
"44454","NA"
"44455","NA"
"44456","-0.017810332"
"44457","NA"
"44458","0.016286218"
"44459","0.038391782"
"44460","NA"
"44461","NA"
"44462","NA"
"44463","NA"
"44464","NA"
"44465","NA"
"44466","NA"
"44467","NA"
"44468","NA"
"44469","NA"
"44470","NA"
"44471","NA"
"44472","NA"
"44473","NA"
"44474","NA"
"44475","NA"
"44476","NA"
"44477","NA"
"44478","NA"
"44479","NA"
"44480","NA"
"44481","NA"
"44482","NA"
"44483","NA"
"44484","NA"
"44485","NA"
"44486","NA"
"44487","NA"
"44488","NA"
"44489","NA"
"44490","NA"
"44491","NA"
"44492","NA"
"44493","NA"
"44494","NA"
"44495","NA"
"44496","NA"
"44497","NA"
"44498","NA"
"44499","NA"
"44500","NA"
"44501","NA"
"44502","NA"
"44503","NA"
"44504","NA"
"44505","NA"
"44506","-0.035951567"
"44507","NA"
"44508","NA"
"44509","-0.121944004"
"44510","NA"
"44511","-0.02167856"
"44512","0.037684548"
"44513","0.047015006"
"44514","-0.037685695"
"44515","0.00770641"
"44516","NA"
"44517","0.006544766"
"44518","NA"
"44519","NA"
"44520","NA"
"44521","0.005179597"
"44522","-0.021473594"
"44523","NA"
"44524","NA"
"44525","NA"
"44526","NA"
"44527","0.015376521"
"44528","NA"
"44529","NA"
"44530","NA"
"44531","NA"
"44532","NA"
"44533","NA"
"44534","NA"
"44535","NA"
"44536","NA"
"44537","NA"
"44538","NA"
"44539","NA"
"44540","NA"
"44541","0.018923567"
"44542","0.122348253"
"44543","NA"
"44544","NA"
"44545","NA"
"44546","NA"
"44547","NA"
"44548","NA"
"44549","-0.031354626"
"44550","NA"
"44551","NA"
"44552","-0.050885169"
"44553","NA"
"44554","NA"
"44555","NA"
"44556","NA"
"44557","NA"
"44558","NA"
"44559","0.032772361"
"44560","0.051478707"
"44561","NA"
"44562","-0.005397206"
"44563","NA"
"44564","-0.009206823"
"44565","NA"
"44566","NA"
"44567","NA"
"44568","NA"
"44569","NA"
"44570","-0.005477814"
"44571","NA"
"44572","NA"
"44573","-0.039453547"
"44574","NA"
"44575","NA"
"44576","NA"
"44577","NA"
"44578","NA"
"44579","NA"
"44580","NA"
"44581","NA"
"44582","NA"
"44583","NA"
"44584","NA"
"44585","0.021884014"
"44586","-0.016073191"
"44587","NA"
"44588","NA"
"44589","-0.181392856"
"44590","0.143054644"
"44591","NA"
"44592","NA"
"44593","NA"
"44594","NA"
"44595","NA"
"44596","NA"
"44597","NA"
"44598","NA"
"44599","NA"
"44600","-0.146787627"
"44601","NA"
"44602","NA"
"44603","-0.006579205"
"44604","0.274814235"
"44605","0.140959083"
"44606","0.007945623"
"44607","-0.138685746"
"44608","-0.023538513"
"44609","-0.052008989"
"44610","-0.012359761"
"44611","0.043645821"
"44612","NA"
"44613","-0.002132665"
"44614","-0.014016094"
"44615","NA"
"44616","0.002213369"
"44617","-0.028094881"
"44618","NA"
"44619","NA"
"44620","NA"
"44621","-0.019798326"
"44622","0.027239672"
"44623","-0.010816546"
"44624","NA"
"44625","0.017871565"
"44626","NA"
"44627","NA"
"44628","NA"
"44629","NA"
"44630","0.008928895"
"44631","NA"
"44632","0.006475251"
"44633","NA"
"44634","-0.005201668"
"44635","-0.005338382"
"44636","0.102791418"
"44637","-0.365766278"
"44638","-0.009359828"
"44639","NA"
"44640","NA"
"44641","NA"
"44642","NA"
"44643","-0.175013988"
"44644","0.157524912"
"44645","0.288461898"
"44646","NA"
"44647","NA"
"44648","NA"
"44649","NA"
"44650","-0.008692918"
"44651","-0.099352455"
"44652","-0.09847521"
"44653","0.617179012"
"44654","0.190161015"
"44655","-0.02171124"
"44656","-0.032628781"
"44657","-0.057042017"
"44658","0.016220404"
"44659","-0.047371474"
"44660","-0.024816877"
"44661","-0.138998875"
"44662","-0.06340625"
"44663","NA"
"44664","NA"
"44665","NA"
"44666","NA"
"44667","NA"
"44668","NA"
"44669","NA"
"44670","NA"
"44671","NA"
"44672","NA"
"44673","NA"
"44674","NA"
"44675","0.047675179"
"44676","NA"
"44677","NA"
"44678","NA"
"44679","NA"
"44680","0.00374942"
"44681","NA"
"44682","NA"
"44683","-0.200099609"
"44684","NA"
"44685","NA"
"44686","NA"
"44687","NA"
"44688","NA"
"44689","-0.009236706"
"44690","NA"
"44691","NA"
"44692","NA"
"44693","NA"
"44694","NA"
"44695","NA"
"44696","NA"
"44697","NA"
"44698","NA"
"44699","NA"
"44700","NA"
"44701","NA"
"44702","NA"
"44703","NA"
"44704","-0.013618792"
"44705","NA"
"44706","-0.020882964"
"44707","NA"
"44708","NA"
"44709","NA"
"44710","NA"
"44711","NA"
"44712","NA"
"44713","NA"
"44714","-0.08340237"
"44715","NA"
"44716","-0.219841402"
"44717","NA"
"44718","NA"
"44719","NA"
"44720","NA"
"44721","NA"
"44722","NA"
"44723","NA"
"44724","NA"
"44725","NA"
"44726","NA"
"44727","NA"
"44728","NA"
"44729","NA"
"44730","NA"
"44731","NA"
"44732","NA"
"44733","NA"
"44734","NA"
"44735","NA"
"44736","NA"
"44737","-0.011446656"
"44738","NA"
"44739","-0.008351745"
"44740","NA"
"44741","NA"
"44742","NA"
"44743","NA"
"44744","NA"
"44745","NA"
"44746","NA"
"44747","NA"
"44748","NA"
"44749","NA"
"44750","NA"
"44751","NA"
"44752","NA"
"44753","0.035928331"
"44754","NA"
"44755","NA"
"44756","NA"
"44757","NA"
"44758","NA"
"44759","NA"
"44760","NA"
"44761","0.010305048"
"44762","-0.010178717"
"44763","-0.029466428"
"44764","0.187119254"
"44765","NA"
"44766","NA"
"44767","NA"
"44768","NA"
"44769","NA"
"44770","-0.001601075"
"44771","NA"
"44772","NA"
"44773","NA"
"44774","NA"
"44775","NA"
"44776","NA"
"44777","NA"
"44778","NA"
"44779","NA"
"44780","NA"
"44781","NA"
"44782","-0.022893975"
"44783","NA"
"44784","NA"
"44785","NA"
"44786","NA"
"44787","NA"
"44788","NA"
"44789","NA"
"44790","-0.055562737"
"44791","NA"
"44792","0.007689491"
"44793","NA"
"44794","NA"
"44795","NA"
"44796","NA"
"44797","NA"
"44798","NA"
"44799","NA"
"44800","NA"
"44801","NA"
"44802","NA"
"44803","NA"
"44804","0.059435791"
"44805","NA"
"44806","NA"
"44807","0.004433012"
"44808","0.284675096"
"44809","0.005356784"
"44810","NA"
"44811","-0.007051362"
"44812","0.003679597"
"44813","NA"
"44814","0.176501013"
"44815","NA"
"44816","NA"
"44817","-0.012284012"
"44818","NA"
"44819","-0.0049306"
"44820","0.040895125"
"44821","NA"
"44822","NA"
"44823","NA"
"44824","NA"
"44825","NA"
"44826","NA"
"44827","NA"
"44828","0.031323581"
"44829","NA"
"44830","NA"
"44831","-0.219723657"
"44832","0.10031208"
"44833","-0.004202541"
"44834","NA"
"44835","NA"
"44836","NA"
"44837","NA"
"44838","NA"
"44839","NA"
"44840","NA"
"44841","NA"
"44842","-0.013295602"
"44843","-0.014175955"
"44844","-0.000835743"
"44845","-0.036264388"
"44846","0.004355159"
"44847","-0.013086805"
"44848","-0.007174165"
"44849","-0.003957329"
"44850","0.006799322"
"44851","0.02080422"
"44852","-0.002842176"
"44853","0.025364371"
"44854","-0.005046167"
"44855","-0.002878447"
"44856","0.035409623"
"44857","-0.035841894"
"44858","0.104673597"
"44859","NA"
"44860","NA"
"44861","-0.030776271"
"44862","NA"
"44863","NA"
"44864","0.002179786"
"44865","NA"
"44866","NA"
"44867","NA"
"44868","NA"
"44869","NA"
"44870","NA"
"44871","-0.057930859"
"44872","-0.01212486"
"44873","NA"
"44874","NA"
"44875","NA"
"44876","NA"
"44877","NA"
"44878","NA"
"44879","NA"
"44880","NA"
"44881","NA"
"44882","NA"
"44883","NA"
"44884","NA"
"44885","-0.04812328"
"44886","NA"
"44887","NA"
"44888","-0.140442025"
"44889","NA"
"44890","-0.002359663"
"44891","-0.005595604"
"44892","-0.005995916"
"44893","-0.085828682"
"44894","NA"
"44895","NA"
"44896","-0.3181736"
"44897","-0.012450292"
"44898","-0.120572856"
"44899","NA"
"44900","-0.012293706"
"44901","-0.217746498"
"44902","-0.043738081"
"44903","0.300454094"
"44904","NA"
"44905","NA"
"44906","NA"
"44907","NA"
"44908","NA"
"44909","NA"
"44910","NA"
"44911","NA"
"44912","NA"
"44913","NA"
"44914","NA"
"44915","NA"
"44916","NA"
"44917","NA"
"44918","NA"
"44919","NA"
"44920","NA"
"44921","NA"
"44922","NA"
"44923","NA"
"44924","NA"
"44925","-0.004664831"
"44926","NA"
"44927","NA"
"44928","NA"
"44929","NA"
"44930","NA"
"44931","NA"
"44932","NA"
"44933","NA"
"44934","NA"
"44935","NA"
"44936","NA"
"44937","-0.101817919"
"44938","-0.004405381"
"44939","NA"
"44940","NA"
"44941","NA"
"44942","NA"
"44943","NA"
"44944","NA"
"44945","NA"
"44946","-0.007879594"
"44947","NA"
"44948","NA"
"44949","NA"
"44950","NA"
"44951","NA"
"44952","NA"
"44953","-0.016746025"
"44954","NA"
"44955","NA"
"44956","NA"
"44957","NA"
"44958","NA"
"44959","NA"
"44960","NA"
"44961","NA"
"44962","NA"
"44963","NA"
"44964","NA"
"44965","NA"
"44966","NA"
"44967","-0.019114663"
"44968","-0.024151631"
"44969","0.233319411"
"44970","NA"
"44971","0.004770374"
"44972","NA"
"44973","NA"
"44974","NA"
"44975","-0.016824867"
"44976","NA"
"44977","NA"
"44978","NA"
"44979","0.040582665"
"44980","NA"
"44981","NA"
"44982","NA"
"44983","NA"
"44984","NA"
"44985","NA"
"44986","-0.069118645"
"44987","NA"
"44988","0.005676587"
"44989","NA"
"44990","-0.003912796"
"44991","NA"
"44992","NA"
"44993","NA"
"44994","NA"
"44995","-0.010878669"
"44996","-0.001889605"
"44997","-0.00562373"
"44998","NA"
"44999","-0.005521753"
"45000","5.18E-05"
"45001","0.225662099"
"45002","NA"
"45003","-0.001454673"
"45004","-0.006066778"
"45005","-0.005781053"
"45006","NA"
"45007","-0.003222917"
"45008","-0.003541284"
"45009","NA"
"45010","0.3073476"
"45011","-0.100589493"
"45012","NA"
"45013","-0.016685844"
"45014","NA"
"45015","NA"
"45016","-0.07072344"
"45017","NA"
"45018","-0.005055554"
"45019","-0.034635173"
"45020","-0.007545025"
"45021","NA"
"45022","NA"
"45023","NA"
"45024","0.00214813"
"45025","0.021914358"
"45026","NA"
"45027","0.20954443"
"45028","NA"
"45029","-0.336288204"
"45030","NA"
"45031","NA"
"45032","NA"
"45033","NA"
"45034","NA"
"45035","0.075675995"
"45036","-0.005142209"
"45037","NA"
"45038","-0.006743717"
"45039","NA"
"45040","NA"
"45041","NA"
"45042","NA"
"45043","NA"
"45044","NA"
"45045","NA"
"45046","-0.042009604"
"45047","NA"
"45048","-0.079846783"
"45049","NA"
"45050","0.003823353"
"45051","NA"
"45052","NA"
"45053","NA"
"45054","NA"
"45055","NA"
"45056","NA"
"45057","-0.011175839"
"45058","NA"
"45059","NA"
"45060","NA"
"45061","NA"
"45062","NA"
"45063","NA"
"45064","NA"
"45065","NA"
"45066","NA"
"45067","NA"
"45068","-0.022512615"
"45069","NA"
"45070","NA"
"45071","NA"
"45072","NA"
"45073","NA"
"45074","0.09619771"
"45075","NA"
"45076","NA"
"45077","NA"
"45078","NA"
"45079","NA"
"45080","NA"
"45081","NA"
"45082","NA"
"45083","NA"
"45084","NA"
"45085","NA"
"45086","NA"
"45087","NA"
"45088","NA"
"45089","NA"
"45090","0.000920278"
"45091","NA"
"45092","-0.021444256"
"45093","NA"
"45094","2.633173442"
"45095","NA"
"45096","NA"
"45097","-0.039626112"
"45098","0.103040508"
"45099","0.557409388"
"45100","0.139229019"
"45101","NA"
"45102","-0.01032765"
"45103","NA"
"45104","-0.026042215"
"45105","0.042190095"
"45106","-0.038371472"
"45107","-0.147853588"
"45108","NA"
"45109","NA"
"45110","NA"
"45111","-0.009932837"
"45112","-0.001519834"
"45113","NA"
"45114","NA"
"45115","NA"
"45116","NA"
"45117","NA"
"45118","-0.073702256"
"45119","NA"
"45120","-0.010880656"
"45121","NA"
"45122","NA"
"45123","NA"
"45124","NA"
"45125","NA"
"45126","NA"
"45127","-0.030842386"
"45128","NA"
"45129","NA"
"45130","NA"
"45131","NA"
"45132","NA"
"45133","NA"
"45134","NA"
"45135","NA"
"45136","-0.00238083"
"45137","-0.158583765"
"45138","NA"
"45139","NA"
"45140","-0.006710954"
"45141","NA"
"45142","-0.051959739"
"45143","NA"
"45144","-0.005623639"
"45145","NA"
"45146","0.10000725"
"45147","0.003408336"
"45148","NA"
"45149","NA"
"45150","NA"
"45151","-0.003838485"
"45152","NA"
"45153","NA"
"45154","NA"
"45155","NA"
"45156","NA"
"45157","NA"
"45158","NA"
"45159","NA"
"45160","NA"
"45161","NA"
"45162","NA"
"45163","NA"
"45164","NA"
"45165","NA"
"45166","NA"
"45167","NA"
"45168","0.031400973"
"45169","NA"
"45170","NA"
"45171","NA"
"45172","NA"
"45173","NA"
"45174","NA"
"45175","NA"
"45176","-0.038929097"
"45177","-0.022117505"
"45178","NA"
"45179","NA"
"45180","NA"
"45181","NA"
"45182","-0.024256139"
"45183","NA"
"45184","NA"
"45185","-0.106840124"
"45186","0.02336223"
"45187","NA"
"45188","NA"
"45189","NA"
"45190","NA"
"45191","NA"
"45192","NA"
"45193","NA"
"45194","NA"
"45195","-0.003044402"
"45196","NA"
"45197","NA"
"45198","NA"
"45199","NA"
"45200","-0.001310702"
"45201","NA"
"45202","NA"
"45203","0.013025447"
"45204","-0.073509406"
"45205","-0.000205434"
"45206","0.499957595"
"45207","NA"
"45208","NA"
"45209","NA"
"45210","NA"
"45211","NA"
"45212","NA"
"45213","NA"
"45214","NA"
"45215","NA"
"45216","NA"
"45217","NA"
"45218","-0.005887829"
"45219","NA"
"45220","NA"
"45221","NA"
"45222","NA"
"45223","NA"
"45224","NA"
"45225","NA"
"45226","NA"
"45227","NA"
"45228","NA"
"45229","-0.14285723"
"45230","NA"
"45231","NA"
"45232","NA"
"45233","NA"
"45234","NA"
"45235","NA"
"45236","NA"
"45237","NA"
"45238","NA"
"45239","NA"
"45240","NA"
"45241","NA"
"45242","NA"
"45243","NA"
"45244","NA"
"45245","NA"
"45246","NA"
"45247","NA"
"45248","-0.008211069"
"45249","NA"
"45250","0.06124297"
"45251","NA"
"45252","0.66999759"
"45253","NA"
"45254","NA"
"45255","NA"
"45256","NA"
"45257","NA"
"45258","NA"
"45259","NA"
"45260","NA"
"45261","0.015495494"
"45262","NA"
"45263","NA"
"45264","NA"
"45265","NA"
"45266","NA"
"45267","NA"
"45268","NA"
"45269","NA"
"45270","NA"
"45271","NA"
"45272","NA"
"45273","-0.033984225"
"45274","NA"
"45275","NA"
"45276","NA"
"45277","0.001707516"
"45278","NA"
"45279","NA"
"45280","-0.007269374"
"45281","NA"
"45282","NA"
"45283","NA"
"45284","NA"
"45285","NA"
"45286","NA"
"45287","0.02197545"
"45288","NA"
"45289","-0.07567412"
"45290","NA"
"45291","NA"
"45292","-0.004421746"
"45293","NA"
"45294","-0.025716669"
"45295","NA"
"45296","NA"
"45297","NA"
"45298","-0.172483241"
"45299","NA"
"45300","-0.051790137"
"45301","-0.065893772"
"45302","-0.012334423"
"45303","NA"
"45304","NA"
"45305","NA"
"45306","NA"
"45307","NA"
"45308","NA"
"45309","NA"
"45310","NA"
"45311","NA"
"45312","0.048051829"
"45313","NA"
"45314","NA"
"45315","-0.005908775"
"45316","NA"
"45317","NA"
"45318","NA"
"45319","NA"
"45320","NA"
"45321","NA"
"45322","NA"
"45323","NA"
"45324","NA"
"45325","NA"
"45326","-0.094268532"
"45327","NA"
"45328","NA"
"45329","NA"
"45330","-0.087894149"
"45331","0.100451898"
"45332","NA"
"45333","NA"
"45334","NA"
"45335","NA"
"45336","NA"
"45337","NA"
"45338","NA"
"45339","NA"
"45340","-0.119933264"
"45341","NA"
"45342","NA"
"45343","-0.009549947"
"45344","NA"
"45345","NA"
"45346","NA"
"45347","NA"
"45348","-0.012122044"
"45349","NA"
"45350","-0.004662207"
"45351","-0.080372649"
"45352","0.001934941"
"45353","NA"
"45354","NA"
"45355","-2.383260512"
"45356","NA"
"45357","NA"
"45358","NA"
"45359","0.001981607"
"45360","NA"
"45361","NA"
"45362","NA"
"45363","NA"
"45364","-0.0082687"
"45365","NA"
"45366","NA"
"45367","NA"
"45368","-0.311593449"
"45369","NA"
"45370","NA"
"45371","NA"
"45372","NA"
"45373","NA"
"45374","NA"
"45375","-0.063374497"
"45376","NA"
"45377","NA"
"45378","NA"
"45379","0.166631691"
"45380","NA"
"45381","NA"
"45382","NA"
"45383","NA"
"45384","NA"
"45385","NA"
"45386","NA"
"45387","-0.130376635"
"45388","-0.034519373"
"45389","-0.001108201"
"45390","NA"
"45391","NA"
"45392","NA"
"45393","NA"
"45394","NA"
"45395","NA"
"45396","0.013777824"
"45397","NA"
"45398","NA"
"45399","NA"
"45400","NA"
"45401","-0.004904947"
"45402","-0.065458343"
"45403","NA"
"45404","-0.070850848"
"45405","-0.092379688"
"45406","NA"
"45407","NA"
"45408","NA"
"45409","NA"
"45410","NA"
"45411","-0.020112935"
"45412","NA"
"45413","NA"
"45414","NA"
"45415","NA"
"45416","NA"
"45417","-0.024195051"
"45418","NA"
"45419","NA"
"45420","NA"
"45421","0.01181868"
"45422","NA"
"45423","NA"
"45424","NA"
"45425","-0.129236536"
"45426","-0.016899853"
"45427","NA"
"45428","NA"
"45429","NA"
"45430","NA"
"45431","-0.016710532"
"45432","NA"
"45433","0.06424749"
"45434","-0.108892256"
"45435","0.011979823"
"45436","NA"
"45437","NA"
"45438","0.14231366"
"45439","NA"
"45440","NA"
"45441","NA"
"45442","NA"
"45443","NA"
"45444","NA"
"45445","NA"
"45446","-0.012255375"
"45447","-0.567618391"
"45448","NA"
"45449","-0.55646289"
"45450","NA"
"45451","NA"
"45452","NA"
"45453","NA"
"45454","NA"
"45455","NA"
"45456","0.012275191"
"45457","NA"
"45458","NA"
"45459","-0.028308828"
"45460","NA"
"45461","NA"
"45462","NA"
"45463","NA"
"45464","NA"
"45465","NA"
"45466","NA"
"45467","NA"
"45468","NA"
"45469","NA"
"45470","NA"
"45471","NA"
"45472","NA"
"45473","NA"
"45474","NA"
"45475","NA"
"45476","NA"
"45477","NA"
"45478","NA"
"45479","NA"
"45480","NA"
"45481","NA"
"45482","-0.116531481"
"45483","-0.006783381"
"45484","NA"
"45485","NA"
"45486","NA"
"45487","NA"
"45488","NA"
"45489","NA"
"45490","NA"
"45491","0.648146345"
"45492","0.144186185"
"45493","NA"
"45494","NA"
"45495","0.021103785"
"45496","NA"
"45497","NA"
"45498","NA"
"45499","NA"
"45500","NA"
"45501","NA"
"45502","NA"
"45503","NA"
"45504","NA"
"45505","NA"
"45506","NA"
"45507","NA"
"45508","NA"
"45509","NA"
"45510","NA"
"45511","NA"
"45512","NA"
"45513","NA"
"45514","NA"
"45515","NA"
"45516","NA"
"45517","NA"
"45518","NA"
"45519","NA"
"45520","NA"
"45521","NA"
"45522","NA"
"45523","NA"
"45524","NA"
"45525","NA"
"45526","NA"
"45527","0.010348772"
"45528","NA"
"45529","NA"
"45530","NA"
"45531","NA"
"45532","NA"
"45533","NA"
"45534","NA"
"45535","NA"
"45536","NA"
"45537","NA"
"45538","NA"
"45539","NA"
"45540","NA"
"45541","NA"
"45542","NA"
"45543","NA"
"45544","NA"
"45545","NA"
"45546","NA"
"45547","NA"
"45548","NA"
"45549","NA"
"45550","-0.193557782"
"45551","NA"
"45552","NA"
"45553","NA"
"45554","NA"
"45555","NA"
"45556","NA"
"45557","NA"
"45558","NA"
"45559","NA"
"45560","NA"
"45561","NA"
"45562","NA"
"45563","-0.033987708"
