"Gene","FOSB"
"ARHGAP12",-0.9431
"ARHGAP15",0
"ARHGAP17",0
"ARHGAP18",0.3307
"ARHGAP19",0
"ARHGAP20",0
"ARHGAP21",0.0208
"ARHGAP22",1.1497
"ARHGAP23",0
"ARHGAP24",0.82
"ARHGAP24",1.145
"ARHGAP25",1.341
"ARHGAP26",0
"ARHGAP27",0
"ARHGAP28",0
"ARHGAP29",0
"ARHGAP30",0
"ARHGAP31",0
"ARHGAP32",0
"ARHGAP33",0
"ARHGAP35",0
"ARHGAP36",0
"ARHGAP39",0
"ARHGAP4",0
"ARHGAP42",0
"ARHGAP44",0
"ARHGAP45",0
"ARHGAP5",0.2497
"ARHGAP6",0
"ARHGAP8",0
"ARHGAP9",0.7171
"ARHGDIA",0
"ARHGDIB",0
"ARHGDIG",0.6525
"ARHGEF1",0.5852
"ARHGEF1",0.2238
"ARHGEF10",-0.0366
"ARHGEF10",0.6445
"ARHGEF10L",0
"ARHGEF11",1.9442
"ARHGEF11",0.0332
"ARHGEF12",0.1625
"ARHGEF12",-0.1639
"ARHGEF15",0
"ARHGEF16",-0.3364
"ARHGEF17",0
"ARHGEF18",0.2022
"ARHGEF19",-0.9218
"ARHGEF2",0.0636
"ARHGEF25",0
"ARHGEF26",0
"ARHGEF28",0
"ARHGEF3",0
"ARHGEF35",0
"ARHGEF37",0
"ARHGEF38",0
"ARHGEF39",0
"ARHGEF4",-0.025
"ARHGEF4",0.1322
"ARHGEF40",0
"ARHGEF5",-2.9275
"ARHGEF5",1.0193
"ARHGEF5L",0
"ARHGEF6",0
"ARHGEF7",0
"ARHGEF9",0
"ARID1A",-0.7003
"ARID1B",0.4225
"ARID2",-0.0461
"ARID3A",0.1663
"ARID3B",-0.0381
"ARID3C",0
"ARID4A",0.0977
"ARID4A",0.0203
"ARID4B",-0.2365
"ARID4B",-0.4443
"ARID5A",1.0053
"ARID5B",0.4745
"ARID5B",-0.9739
"ARID5B",0.3138
"ARIH1",-0.0176
"ARIH2",0
"ARIH2OS",0
"ARL1",0
"ARL10",0
"ARL11",0
"ARL13A",0
"ARL13B",0.0735
"ARL13B",0.1846
"ARL14",0
"ARL14EP",0
"ARL14EPL",0
"ARL15",-0.0024
"ARL16",0
"ARL17A",0
"ARL2",-0.4855
"ARL2BP",0
"ARL3",0
"ARL4A",-0.3076
"ARL4C",1.8315
"ARL4D",0
"ARL5",0
"ARL5A",0
"ARL5B",0
"ARL5C",0
"ARL6",0
"ARL6IP1",0
"ARL6IP4",0.0079
"ARL6IP4",-0.0486
"ARL6IP5",0.8055
"ARL6IP5",0.2127
"ARL6IP6",0
"ARL8A",-0.2255
"ARL8A",0.1421
"ARL8B",0.0166
"ARL8B",-0.8192
"ARMC1",0
"ARMC10",0
"ARMC2",0
"ARMC3",0
"ARMC4",0
"ARMC5",0
"ARMC6",-0.2011
"ARMC7",0
"ARMC8",0.1318
"ARMC8",0.0499
"ARMC8",0.3765
"ARMC9",-1.9895
"ARMC9",-0.5613
"ARMCX1",1.4655
"ARMCX2",2.1726
"ARMCX3",0
"ARMCX4",0
"ARMCX5",0
"ARMCX6",0
"ARMET",-0.2166
"ARMS2",0
"ARMT1",0
"ARNT",0.6807
"ARNT",0.114
"ARNT2",0.906
"ARNTL",-0.445
"ARNTL2",0.6793
"ARNTL2",-0.1632
"ARNTL2",-0.183
"ARP-1",0
"ARP1",0
"ARP11",0
"ARP3BETA",0
"ARP5",0
"ARPC1A",0
"ARPC1B",0
"ARPC2",0
"ARPC3",0
"ARPC4",0
"ARPC5",0
"ARPC5L",0
"ARPIN",0
"ARPM1",0.2341
"ARPP-19",0
"ARPP-21",0
"ARPP19",0
"ARPP21",0
"ARR3",0
"ARRB1",0.4171
"ARRB2",-6.6608
"ARRDC1",-0.0555
"ARRDC1",-0.2296
"ARRDC1-AS1",0
"ARRDC2",0
"ARRDC3",0.1884
"ARRDC3",0.8326
"ARRDC4",-0.2797
"ARRDC5",0
"ARS",0
"ARSA",0
"ARSB",0
"ARSD",-0.1773
"ARSD",0.1013
"ARSDR1",0
"ARSE",0
"ARSF",0
"ARSG",0
"ARSH",0
"ARSI",0.6266
"ARSJ",0
"ARSK",0
"ART1",0.7527
"ART3",0
"ART4",0
"ART5",0
"ARTN",0
"ARTS-1",0.1247
"ARV1",0.0536
"ARV1",-0.0828
"ARV1",-0.0389
"ARVCF",0
"ARX",0.9915
"AS3",0
"AS3MT",1.1603
"ASAH1",0
"ASAH2",0
"ASAH2B",0
"ASAHL",-0.0276
"ASAHL",-0.3636
"ASAM",0.7889
"ASAM",0.7963
"ASAP1",0
"ASAP2",0
"ASAP3",0
"ASB1",1.0169
"ASB10",0
"ASB11",0
"ASB12",0
"ASB13",-0.0054
"ASB13",1.7568
"ASB15",0
"ASB16",0.5808
"ASB16",0.9177
"ASB17",0
"ASB18",0
"ASB2",0
"ASB3",0.0305
"ASB4",0
"ASB5",0
"ASB6",0
"ASB7",0
"ASB8",0.2415
"ASB8",0.1243
"ASB9",0
"ASCC1",-1.3067
"ASCC2",-0.315
"ASCC3",0.4519
"ASCC3",-0.4611
"ASCL1",0.6195
"ASCL2",0.2215
"ASCL2",0.8575
"ASCL3",1.0878
"ASCL5",0.9259
"Asef",0
"ASF1A",1.7643
"ASF1A",0.2026
"ASF1B",0.3296
"ASGR1",0
"ASGR2",0.6624
"ASH1",0
"ASH1L",-0.2291
"ASH1L",0.6388
"ASH2L",0.2213
"ASIC1",0
"ASIC2",0
"ASIC3",0
"ASIC4",0
"ASIC5",0
"ASIP",0
"ASL",0.3584
"ASM",0
"ASMT",0
"ASMTL",0
"ASMTL-AS1",0
"AS0.01",0.3347
"ASNS",-0.4639
"ASP",0
"ASPA",0
"ASPDH",0
"ASPG",0
"ASPH",0
"ASPHD1",0
"ASPHD2",0.0139
"ASPHD2",0.0234
"ASPM",0
"ASPN",0
"ASPRV1",0
"ASPSCR1",0
"ASRGL1",0
"ASS",0
"ASS1",0.3874
"ASTE1",0
"ASTL",0
"ASTN1",0
"ASTN2",0
"ASUN",0
"ASXL1",-0.43
"ASXL2",-1.0496
"ASXL3",0
"ASY",0
"ASZ1",0
"ATA1",0
"ATA2",0
"ATAD1",0
"ATAD2",-0.276
"ATAD2",0.2724
"ATAD2B",-0.0181
"ATAD3A",-0.1625
"ATAD3B",-2.1219
"ATAD3C",-0.8452
"ATAD4",0
"ATAD5",0
"ATAT1",0
"ATBF1",0.2004
"ATCAY",0
"ATE1",0
"ATF1",0
"ATF2",-0.577
"ATF2",0.1092
"ATF2",0.2653
"ATF3",2.4249
"ATF3",0.6163
"ATF4",0
"ATF5",0
"ATF6",0
"ATF6B",0
"ATF7",0.2028
"ATF7",0.3966
"ATF7IP",-0.3931
"ATF7IP2",0.4134
"ATF7IP2",0.4631
"ATG10",0
"ATG101",0
"ATG12",0
"ATG13",0
"ATG14",0
"ATG16L1",-4.394
"ATG16L1",0.2155
"ATG16L2",0
"ATG2A",0
"ATG2B",0
"ATG3",0
"ATG4A",0
"ATG4B",0
"ATG4C",0
"ATG4D",0
"ATG5",-0.0331
"ATG5",-0.4124
"ATG7",-0.4672
"ATG7",0.0929
"ATG9A",0
"ATG9B",0
"ATHL1",0.132
"ATIC",0
"ATL1",0
"ATL2",0
"ATL3",0
"ATM",0.3228
"ATM",0.7317
"ATMIN",0
"ATN1",-1.0615
"ATN1",0.0329
"ATOH1",0.6065
"ATOH7",0.3584
"ATOH7",0.369
"ATOH8",0.3973
"ATOX1",0.4743
"ATP10A",0
"ATP10B",0.5134
"ATP10D",0.0186
"ATP10D",0.3189
"ATP11A",0.7662
"ATP11A",-0.1684
"ATP11AUN",0
"ATP11B",0
"ATP11C",0.0695
"ATP11C",0.2621
"ATP12A",0
"ATP13A1",0
"ATP13A2",0
"ATP13A3",0
"ATP13A4",0
"ATP13A4-AS1",0
"ATP13A5",0
"ATP1A1",0
"ATP1A2",0
"ATP1A3",-0.5123
"ATP1A4",0
"ATP1B1",1.9995
"ATP1B1",-0.2934
"ATP1B2",0
"ATP1B3",0
"ATP1B4",0.8848
"ATP23",0
"ATP2A1",0
"ATP2A2",-0.1733
"ATP2A2",-0.5732
"ATP2A2",-0.2046
"ATP2A3",0
"ATP2B2",0
"ATP2B3",0
"ATP2B4",0.2447
"ATP2B4",-0.1623
"ATP2C1",0.0888
"ATP2C1",-0.2164
"ATP2C1A",0
"ATP2C2",0
"ATP4A",0.0869
"ATP4B",0
"ATP5A1",0.0248
"ATP5B",0
"ATP5C1",0
"ATP5D",0
"ATP5E",0
"ATP5F1",0
"ATP5G1",0
"ATP5G2",-0.0653
"ATP5G3",0
"ATP5H",-0.1769
"ATP5I",-0.2493
"ATP5J",0
"ATP5J2",-0.0591
"ATP5J2",-0.0281
"ATP5J2-PTCD1",0
"ATP5J2P3",0
"ATP5JG",0
"ATP5L",-1.9839
"ATP5L",-0.0536
"ATP5L2",0
"ATP5O",0
"ATP5S",0
"ATP5SL",0
"ATP6A2",0
"ATP6AP1",0.1776
"ATP6AP1",0.4146
"ATP6AP1L",0
"ATP6AP2",0
"ATP6N1B",0
"ATP6S1",0
"ATP6V0A1",0
"ATP6V0A2",0
"ATP6V0A4",0
"ATP6V0B",0
"ATP6V0C",-0.0159
"ATP6V0C",0.7833
"ATP6V0D1",0
"ATP6V0D2",0
"ATP6V0E1",-0.0691
"ATP6V0E2",0.4191
"ATP6V0E2-AS1",0
"ATP6V1A",0.2192
"ATP6V1A",-0.21
"ATP6V1B1",0
"ATP6V1B2",0.0149
"ATP6V1C1",0
"ATP6V1C2",0.4728
"ATP6V1C2",-0.0045
"ATP6V1D",0
"ATP6V1E1",0
"ATP6V1E2",0
"ATP6V1F",0
"ATP6V1G1",0.2701
"ATP6V1G2",0
"ATP6V1G3",0
"ATP6V1H",-0.7416
"ATP6V1H",0.3227
"ATP7A",0
"ATP7B",-1.03
"ATP8",0
"ATP8A1",0
"ATP8A2",0
"ATP8B1",-0.2392
"ATP8B2",0
"ATP8B3",0
"ATP8B4",0
"ATP8B5P",0
"ATP9A",0
"ATP9B",0
"ATPAF1",0
"ATPAF2",0
"ATPIF1",-0.0163
"ATR",0
"ATRAID",0
"ATRIP",0
"ATRN",0
"ATRNL1",0.5098
"ATRNL1",0.8749
"ATRX",-0.1255
"ATRX",-0.1149
"ATRX",0.2736
"ATXN1",-0.0516
"ATXN10",0
"ATXN1L",0
"ATXN2",0
"ATXN2L",0
"ATXN3",-3.0158
"ATXN3",0.3757
"ATXN3L",1.3228
"ATXN7",0.1773
"ATXN7",0.209
"ATXN7L1",-0.0375
"ATXN7L1",0.4968
"ATXN7L2",0
"ATXN7L3",0.0086
"ATXN7L3B",0
"ATXN7L4",0.4627
"AUH",0
"AUNIP",0
"AUP1",0
"AURKA",0.1998
"AURKAIP1",0
"AURKB",0
"AURKC",0
"AUTS2",0
"AV691872",0
"AV722457",0
"AV739664",0
"AV753543",0
"AVEN",0
"AVIL",0.3199
"AVIL",0.7866
"AVIL",0.917
"AVL9",0
"AVP",0
"AVPI1",0
"AVPR1A",0.1311
"AVPR1B",0
"AVPR2",0
"AW291149",0
"AW589254",0
"AW609040",0
"AW972338",0
"AWAT1",0
"AWAT2",0
"AX721087",0
"AX721172",0
"AXDND1",0
"AXIN1",0
"AXIN2",0
"AXL",0
"AXUD1",0.6395
"AY090769",0
"AY129023",0
"AY358101",0
"AY358705",0
"AY358788",0
"AY358828",0
"AY831680",0
"AZGP1",0.4498
"AZGP1",1.4099
"AZGP1P1",0
"AZI1",0
"AZI2",0
"AZIN1",-0.1856
"AZIN2",0
"AZU1",0
"B-ind1",0
"B001325",0
"B002301",0
"B002307",0
"B002319",0
"B002328",0
"B002342",0
"B002344",0
"B002356",0
"B002360",0
"B002386",0
"B006533",0
"B007447",0
"B007857",0
"B007895",0
"B007915",0
"B009598",0
"B011114",0
"B011117",0
"B011158",0
"B011174",0
"B011536",0
"B014515",0
"B014520",0
"B014555",0
"B014574",0
"B014583",0
"B014600",0
"B014609",0
"B015331",0
"B015718",0
"B017546",0
"B017915",0
"B018302",0
"B018325",0
"B018333",0
"B020630",0
"B020648",0
"B023208",0
"B028021",0
"B028960",0
"B028968",0
"B029012",0
"B029040",0
"B029343",0
"B1",0
"B29",0
"B2M",0
"B3GALNT1",0.179
"B3GALNT1",-0.3643
"B3GALNT2",0
"B3GALT1",0
"B3GALT2",0
"B3GALT4",2.6631
"B3GALT4",2.7392
"B3GALT5",0
"B3GALT6",0
"B3GAT1",0
"B3GAT2",0.0041
"B3GAT3",0.0565
"B3GLCT",0
"B3GN-T4",0
"B3GNT1",0
"B3GNT2",-0.8012
"B3GNT3",0
"B3GNT4",0
"B3GNT5",0.8956
"B3GNT6",0.0394
"B3GNT6",0.6719
"B3GNT7",0
"B3GNT8",0
"B3GNT9",0
"B3GNTL1",0
"B4GALNT1",0
"B4GALNT2",0.4031
"B4GALNT3",0
"B4GALNT4",0
"B4GALT1",0
"B4GALT2",0.4705
"B4GALT2",-0.7435
"B4GALT3",0
"B4GALT4",-0.9905
"B4GALT5",-0.6003
"B4GALT5",1.2758
"B4GALT6",0.1338
"B4GALT6",0.6787
"B4GALT7",0
"B4GAT1",0
"B561",0
"B7-2",0
"B9D1",0
"B9D2",0
"BA108L7.2",0
"BA305P22.4",0
"BAALC",0
"BAALC-AS2",0
"BAAT",0
"BABAM1",0
"BACE",0
"BACE1",0
"BACE2",0
"BACH1",-1.2557
"BACH2",0.2665
"BAD",0
"BAF180",0
"BAF250a",0
"BAG1",0
"BAG2",0
"BAG3",0.1325
"BAG3",-0.4536
"BAG4",0
"BAG5",0
"BAG6",0
"BAGE",0
"BAGE5",0
"BAHCC1",0
"BAHD1",0.8635
"BAIAP2",0
"BAIAP2L1",0
"BAIAP2L2",0
"BAIAP3",0
"BAK1",0
"BAL",0
"BAMBI",-1.3856
"BANF1",0
"BANF2",0
"BANK1",-0.0785
"BANP",0
"BAP1",-1.8092
"BAP1",-0.3806
"BAPX1",0.1905
"BARD1",4.7942
"BARHL1",0.36
"BARHL2",2.3268
"BARX1",0.5071
"BARX2",-0.0953
"BASP1",0.0757
"BAT1",-0.2491
"BAT2L",0
"BATF",0.82
"BATF2",0.4363
"BATF3",0
"BAX",0
"BAZ1A",-0.6646
"BAZ1B",-1.394
"BAZ2A",-0.3435
"BAZ2B",0.4381
"BAZ2B",-0.4008
"BBC3",0
"bbc6",0
"BBIP1",0
"BBOF1",0
"BBOX1",1.8112
"BBP",0
"BBS1",0
"BBS10",0.0655
"BBS10",-0.032
"BBS12",0
"BBS2",0.351
"BBS4",0
"BBS5",0
"BBS7",0
"BBS9",0
"BBX",0.2027
"BBX",-0.0525
"BC000986",0
"BC005092",0
"BC006530",0
"BC007606",0
"BC008476",0
"BC008631",0
"BC008667",0
"BC009036",0
"BC009051",0
"BC010544",0
"BC011660",0
"BC013025",0
"BC013295",0
"BC014023",0
"BC014227",0
"BC014938",0
"BC015216",0
"BC015370",0
"BC016384",0
"BC017507",0
"BC018589",0
"BC020539",0
"BC020909",0
"BC021857",0
"BC022398",0
"BC023330",0
"BC024155",0
"BC024651",0
"BC027347",0
"BC028022",0
"BC028039",0
"BC030122",0
"BC030138",0
"BC030757",0
"BC030768",0
"BC031250",0
"BC031274",0
"BC032716",0
"BC033052",0
"BC033528",0
"BC033590",0
"BC033989",0
"BC034271",0
"BC035091",0
"BC037328",0
"BC037740",0
"BC038512",0
"BC038559",0
"BC039524",0
"BC042589",0
"BC045163",0
"BC045716",0
"BC046172",0
"BC047110",0
"BC053632",0
"BC053669",0
"BC061915",0
"BC062438",0
"BC062473",0
"BC066984",0
"BC066989",0
"BC067908",0
"BC068044",0
"BC071732",0
"BC071773",0
"BC108268",0
"BC112296",0
"BCAA",0
"BCAM",0
"BCAN",0
"BCAP29",0
"BCAP31",0
"BCAR1",0.084
"BCAR3",0.4479
"BCAS1",0
"BCAS2",0.4678
"BCAS3",-0.0189
"BCAS4",0
"BCAT1",0.3867
"BCAT1",0.0218
"BCAT1",0.0522
"BCAT2",0
"BCCIP",0
"BCDIN3",1.1471
"BCDIN3",0.4278
"BCDIN3D",0
"BCDO",0
"BCG1",0
"BCHE",0
"BCKDHA",0
"BCKDHB",-0.4547
"BCKDHB",-0.0382
"BCKDK",0
"bcl-1",0
"BCL1",0
"BCL10",-0.9416
"BCL10",0.1032
"BCL11A",0.6404
"BCL11A",0.0656
"BCL11A",1.0991
"BCL11B",1.7823
"BCL2",0.2581
"BCL2",-1.2486
"BCL2A1",0
"BCL2L1",0
"BCL2L10",0
"BCL2L11",0.8849
"BCL2L11",0.5223
"BCL2L12",0
"BCL2L13",0
"BCL2L14",0
"BCL2L15",0
"BCL2L2",0
"BCL3",0.0951
"BCL6",-0.4565
"BCL6B",1.5039
"BCL6B",0.9799
"BCL7A",-0.2555
"BCL7A",0.0662
"BCL7B",0
"BCL7C",0
"BCL9",0.133
"BCL9L",-0.3622
"BCLAF1",0.5719
"BCLAF1",0.0835
"BCLG",0
"BCO1",0
"BCO2",0
"BCOR",0.1942
"BCOR",1.3674
"BCORL1",-0.1215
"BCORP1",0
"BCR",-0.7101
"BCR",-0.4331
"BCR",0.5288
"BCRG1",0
"BCRP",0
"BCS1L",0
"BCSG1",0
"BDH1",0.0967
"BDH2",0
"BDKRB1",1.6254
"BDKRB1",1.2514
"BDKRB2",-1.0115
"BDNF",0
"BDP1",0.7343
"BDP1",1.0957
"BE072767",0
"BE138567",0
"BE467780",0
"BE540788",0
"BE614051",0
"BE716310",0
"BE795374",0
"BE877371",0
"BEAN1",0
"BECN1",0
"BEGAIN",0
"BEND2",0
"BEND3",0
"BEND4",0
"BEND5",0
"BEND6",0
"BEND7",0
"BEST1",0
"BEST2",0
"BEST3",0
"BEST4",-0.1476
"BET1",0
"BET1L",0
"beta3Gal0.0cT-1",0
"BETA3GNT",0
"BEX1",0
"BEX2",0
"BEX3",0
"BEX4",0
"BEX5",0
"BF129169",0
"BF677084",0
"BF831953",0
"BF972140",0
"BFAR",0
"BFPZNF179",0
"BFSP1",0.1516
"BFSP2",0
"Bft",0
"BG114486",0
"BG182941",0
"BG205572",0
"BG536553",0
"BG542103",0
"BG686022",0
"BG928645",0
"BGLAP",0
"BGN",0
"BGP",0
"BGPa",0
"BHLHA15",0
"BHLHA9",0
"BHLHB2",-2.6925
"BHLHB3",-0.2188
"BHLHB4",-0.9719
"BHLHB5",0.4698
"BHLHB8",0.089
"BHLHB9",0
"BHLHE22",0
"BHLHE23",0
"BHLHE40",0
"BHLHE41",0
"BHMG1",0
"BHMT",0
"BHMT2",0
"BI497361",0
"BICC1",0.53
"BICD",0
"BICD1",0
"BICD2",0
"BICDL1",0
"BICDL2",0
"BID",-2.5136
"BID",-0.1546
"BIGMo-103",0
"BIK",0
"BIN1",1.2154
"BIN1",0.6602
"BIN2",0
"BIN3",0
"BIN3-IT1",0
"BIRC2",-1.8567
"BIRC3",1.8045
"BIRC4",0
"BIRC5",-0.0732
"BIRC6",0
"BIRC7",0
"BIRC8",0
"BITE",0
"BIVM",0
"BK1048E9.5",0
"BL34",0
"BLCAP",0
"BLID",0
"BLK",0
"BLM",2.1515
"BLMH",3.2088
"BLMH",3.1105
"BLNK",-0.1397
"BLOC1S1",0
"BLOC1S2",-0.1634
"BLOC1S2",-0.0169
"BLOC1S3",0
"BLOC1S4",0
"BLOC1S5",0
"BLOC1S6",0
"BLOV1",0
"BLP1",0
"BLP2",0
"BLTR2",0
"BLVRA",0
"BLVRB",0
"BLYM",0
"BLZF1",0.4735
"BLZF1",0.2964
"BM-002",0
"BM-009",0
"BM029",0
"BM032",0
"BM033",0
"BM037",0
"BM039",0
"BM040",0
"BM042",0
"BM045",0
"BM045853",0
"BM046",0
"BM468849",0
"BM469851",0
"BM475547",0
"BM666601",0
"BM668321",0
"BM684461",0
"BM687502",0
"BM723547",0
"BM792465",0
"BM854107",0
"BM932034",0
"BM975332",0
"BM984396",0
"BMF",0
"BMI1",1.7695
"BMI1",-0.399
"BMI1",-0.0672
"BMP-4",0
"BMP1",0
"BMP10",0.8855
"BMP15",0.5814
"BMP2",0.1895
"BMP2K",-0.325
"BMP3",0.7571
"BMP4",0.4411
"BMP5",0.296
"BMP6",0.4654
"BMP7",0.0018
"BMP7",0.7465
"BMP8",0
"BMP8A",0
"BMP8B",0
"BMPER",0.8326
"BMPER",0.2279
"BMPR1A",-0.1732
"BMPR1A",0.6312
"BMPR1B",0
"BMPR2",0
"BMPY",0
"bMRP36a",0
"bMRP63",0
"bMRP64",0
"BMS1",0
"BMT2",0
"BMX",0
"BN51T",0
"BNC",0
"BNC1",0.6094
"BNC2",1.1224
"BNC2",0.4644
"BNIP1",0
"BNIP2",0
"BNIP3",0
"BNIP3L",0
"BNIP3P1",0
"BNIPL",-0.2854
"BOC",0
"BOD1",0
"BOD1L",0
"BOD1L1",0
"BOD1L2",0
"BOK",0
"BOLA1",0
"BOLA3",0
"BOLL",0
"BOP1",0
"BORA",0
"BORCS5",0
"BORCS6",0
"BORCS8",0
"BORCS8-MEF2B",0
"BP418551",0
"BP75",0
"BPES",0
"BPESC1",0
"BPGM",0
"BPHL",-0.9353
"BPI",0
"BPIFA1",0
"BPIFA2",0
"BPIFA3",0
"BPIFB1",0
"BPIFB2",0
"BPIFB3",0
"BPIFB4",0
"BPIFB6",0
"BPIFC",0
"BPIL1",0.3046
"BPLP",0
"BPNT1",0
"BPTF",-0.6346
"BPTF",-0.0162
"BPY2",0
"BPY2B",0
"BQ183759",0
"BQ213856",0
"BQ674642",0
"BQ706262",0
"BQ926066",0
"BRAF",0.1979
"BRAL1",0
"BRAP",0
"BRAP2",0
"BRAT1",0
"BRCA1",-0.0953
"BRCA2",0.0898
"BRCC3",0
"BRD1",0
"BRD2",0
"BRD3",0.1785
"BRD3",-0.8759
"BRD4",0
"BRD7",-0.055
"BRD8",-0.1806
"BRD9",0
"BRDG1",0
"BRDT",0.7613
"BRE",0
"BREA2",0
"BRF1",-0.1573
"BRF1",0.9759
"BRF2",-0.0344
"BRI3",0.0019
"BRI3BP",-0.2868
"BRI3BP",0.6051
"BRICD5",0
"BRINP1",0
"BRINP2",0
"BRINP3",0
"BRIP1",0.3155
"BRIX1",0
"BRK1",0
"BRMS1",0
"BRMS1L",-0.2243
"BRMS1L",-0.1024
"BROX",0
"BRPF1",0.0541
"BRPF3",0.7156
"BRS3",0
"BRSK1",0
"BRSK2",0
"BRUNOL4",0.7026
"BRUNOL4",0.3338
"BRUNOL5",0
"BRWD1",0.0925
"BRWD1",-0.3523
"BRWD3",0.5106
"BRX",0
"BSCL2",0
"BSDC1",0
"BSEP",0
"BSG",0
"BSMAP",0
"BSN",0
"BSND",0
"BSPECV",0
"BSPH1",0
"BSPRY",0
"BST1",0
"BST2",0
"BSX",0
"BT",0
"BT2.1",0
"BTAF1",-0.2712
"BTBD1",0
"BTBD10",0
"BTBD11",0.327
"BTBD14A",1.9613
"BTBD14B",0.171
"BTBD14B",0.8016
"BTBD14B",-0.3524
"BTBD16",0.1741
"BTBD17",0
"BTBD18",0
"BTBD19",0
"BTBD2",-0.0889
"BTBD3",-0.4566
"BTBD3",0.0648
"BTBD6",0
"BTBD7",0.0342
"BTBD8",0
"BTBD9",0
"BTC",0
"BTD",0.16
"bteb2",0
"BTEB4",0
"BTF3",7e-04
"BTF3",0.0423
"BTF3L1",0
"BTF3L4",0
"BTF5",0
"BTG1",0.5507
"BTG2",-0.2918
"BTG3",0
"BTG4",0
"BTK",0
"BTN1A1",0
"BTN2A1",0
"BTN2A2",0
"BTN2A3",0.0455
"BTN3A1",1.1166
"BTN3A1",0.4534
"BTN3A1",0.968
"BTN3A2",0.909
"BTN3A2",0.5264
"BTN3A3",0.3279
"BTNL2",0
"BTNL3",0
"BTNL8",0
"BTNL9",0
"BTRC",0
"BTRCP2",0
"BU540282",0
"BU566406",0
"BU567566",0
"BU567832",0
"BU602485",0
"BU661610",0
"BU685299",0
"BU726029",0
"BU930679",0
"BU940040",0
"BU943730",0
"BUB1",0
"BUB1B",-4e-04
"BUB3",0
"BUD13",-0.309
"BUD31",0.1363
"BUP",0
"BUP1",0
"BV8",0
"BVES",0
"BX090390",0
"BX090412",0
"BX090929",0
"BX091936",0
"BX097783",0
"BX098411",0
"BX098660",0
"BX100717",0
"BX105952",0
"BX106190",0
"BX107298",0
"BX107836",0
"BX109472",0
"BX111257",0
"BX111520",0
"BX114023",0
"BX114900",0
"BX115813",0
"BX116720",0
"BX119435",0
"BX393727",0
"BX400400",0
"BX433351",0
"BX440400",0
"BX485389",0
"BX537788",0
"BX538057",0
"BX641009",0
"BX647987",0
"BX648591",0
"BX648855",0
"BX648950",0
"BXDC5",0.2235
"BXDC5",0.3101
"BY55",0
"BY796363",0
"byk",0
"BYSL",0
"BZRAP1",0.3689
"BZRAP1",1.3522
"BZW1",-0.0235
"BZW2",0
"c-erbA-1",0
"c-erbB-3",0
"c-hluPGFS",0
"c-maf",0
"c-mpl-K",0
"C004531",0
"C005943",0
"C005954",0
"C10orf10",0.4229
"C10orf104",-0.1208
"C10orf105",0
"C10orf107",0
"C10orf11",0
"C10orf110",0
"C10orf111",0
"C10orf113",0
"C10orf116",0
"C10orf118",0
"C10orf119",0
"C10orf12",0
"C10orf120",0
"C10orf128",0
"C10orf142",0
"C10orf18",0
"C10orf2",0
"C10orf25",0
"C10orf28",0
"C10orf32",0
"C10orf35",0
"C10orf43",0
"C10orf47",1.0425
"C10orf47",-0.2028
"C10orf53",0
"C10orf54",0
"C10orf55",0
"C10orf58",-0.4006
"C10orf61",-0.2535
"C10orf62",0
"C10orf67",0
"C10orf71",0
"C10orf76",0
"C10orf79",0
"C10orf82",0
"C10orf83",0.2221
"C10orf84",0
"C10orf88",0.203
"C10orf89",0.357
"C10orf90",0
"C10orf91",0
"C10orf95",0
"C10orf99",0
"C11orf1",0.1604
"C11orf1",0.3342
"C11orf10",-0.2385
"C11ORF14",0
"C11ORF15",0
"C11orf16",0
"C11ORF16",0
"C11ORF17",0
"C11orf2",-0.1303
"C11ORF2",0
"C11orf21",0
"C11ORF23",0
"C11orf24",0
"C11ORF24",0
"C11orf36",0.9405
"C11orf40",0
"C11orf41",-0.1994
"C11orf42",0
"C11orf44",0
"C11orf45",0.2121
"C11orf48",0
"C11orf49",0
"C11ORF5",0
"C11orf52",0.0133
"C11orf53",0
"C11orf54",-0.3028
"C11orf54",0.0033
"C11orf57",0
"C11orf58",-0.03
"C11orf61",-0.1161
"C11orf63",0.1175
"C11orf63",0.179
"C11orf65",0
"C11orf67",1.8434
"C11orf68",-0.4531
"C11orf69",-0.1169
"C11orf70",0
"C11orf71",-0.0086
"C11orf71",-0.0707
"C11orf74",0
"C11orf75",0.8274
"C11orf77",0.3162
"C11orf80",0
"C11orf82",0
"C11orf84",0
"C11orf86",0
"C11orf87",0
"C11orf88",0
"C11orf91",0
"C11orf94",0
"C11orf95",0
"C12orf11",-1.9872
"C12orf2",0
"C12orf22",-0.2454
"C12orf23",-0.0895
"C12orf24",0
"C12orf28",0
"C12orf29",0
"C12ORF3",0
"C12orf32",0
"C12orf35",0.0578
"C12orf35",9.2162
"C12orf36",0
"C12orf4",0
"C12ORF4",0
"C12orf40",0
"C12orf42",0
"C12orf43",0
"C12orf44",0
"C12orf45",0
"C12orf46",-2.164
"C12orf48",0
"C12orf49",0
"C12ORF5",0
"C12orf50",0
"C12orf51",0
"C12orf54",0.5096
"C12orf57",-0.4959
"C12ORF6",0
"C12orf60",0.2352
"C12orf65",0
"C12orf70",0
"C12orf71",0
"C12orf73",0
"C12orf74",0
"C12orf75",0
"C12orf76",0
"C13orf1",0.0812
"C13orf1",-0.3589
"C13orf23",0
"C13orf27",-0.2716
"C13orf31",0
"C13orf34",0
